S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,SBI Bank,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,16-Apr-2026 12:20 PM,Saharanpur Municipal Corporation Saharanpur UP,6018 B,2026_NNSAH_1114542_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,Construction of cc road and nali from gali no. 02 shavez shop to bakery for indra chowk at ward no. 63,Construction of cc road and nali from gali no. 02 shavez shop to bakery for indra chowk at ward no. 63,Please refer Tender documents. ,NA ,"12,60,102",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,"1,298",Nil,Nil,No,"1,26,010",No,percentage,10.0%,Nil,Nil,1.0,Construction of cc road and nali from gali no. 02 shavez shop to bakery for indra chowk at ward no. 63,Date,,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,AOC,Technical,Admitted,Madan Pal,14-Mar-2026 03:15 PM,technical_2066901.pdf,Suresh Chand,Internal,,Madan Pal,09-May-2026 04:43 PM,finsummary_2066901.pdf (23.81 KB),Finance,Admitted,Madan Pal,16-Apr-2026 03:34 PM,finance_2066901.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,16-Apr-2026 12:16 PM,16-Apr-2026 12:20 PM,techsummary_2066901.pdf (22.89 KB),09-May-2026,"INR 1,256,952",30.0,Madan Pal,09-May-2026 04:47 PM,tech.pdf (24.00 KB),Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114542_1,6018 B,Construction of cc road and nali from gali no. 02 shavez shop to bakery for indra chowk at ward no. 63,1.0,5935188.0,DUA CONSTRUCTION COMPANY,INR,"1,256,952",1,5935291,DANISH AHMAD KHAN,27-Feb-2026 07:03 AM,Rejected-AOC,L2,09-May-2026 04:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5935188,DUA CONSTRUCTION COMPANY,27-Feb-2026 08:07 AM,Accepted-AOC,L1,09-May-2026 04:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5933427,NASIR KHAN,26-Feb-2026 03:28 PM,Rejected-AOC,L3,09-May-2026 04:47 PM,AOC
