Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,13-Feb-2026 06:03 PM,16-Feb-2026 12:30 PM,techsummary_2041434.pdf (219.18 KB),Technical,Summary,ShashiBhushan Yadav,13-Feb-2026 05:57 PM,technical_2041434.pdf,05-May-2026,"INR 473,378",90.0,ShashiBhushan Yadav,05-May-2026 04:27 PM,dudheshwar.pdf (133.00 KB),1,5834049,M/S RAJMUNI CONTRACTOR,31-Jan-2026 11:33 AM,Rejected-Finance,L2,05-May-2026 04:24 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1105020_22,850/EERED/GBN//Dt-30.10.2025,Construction of Interlocking and drain work from Dudheswer Enclave in Ramvilas house to shri Shyamlal house at Chipiyana khurd Tigri.,SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,05-May-2026 04:24 PM,finsummary_2041434.pdf (219.18 KB),Finance,Summary,ShashiBhushan Yadav,18-Feb-2026 04:50 PM,finance_2041434.pdf,BOQ Comparative Chart,1.0,5834107.0,SP ENTERPRISES,INR,"473,378",AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,850/EERED/GBN//Dt-30.10.2025,2026_REDUP_1105020_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,30-Jan-2026 10:00 AM,04-Feb-2026 02:00 PM,30-Jan-2026 10:00 AM,04-Feb-2026 12:00 PM,NA ,NA ,30-Jan-2026 10:00 AM,04-Feb-2026 12:00 PM,16-Feb-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,T1,EE RED GBN,EE RED GBN,677.0,Nil,Nil,No,Construction of Interlocking and drain work from Dudheswer Enclave in Ramvilas house to shri Shyamlal house at Chipiyana khurd Tigri.,Construction of Interlocking and drain work from Dudheswer Enclave in Ramvilas house to shri Shyamlal house at Chipiyana khurd Tigri.,Civil Work  ,NA ,"4,02,000",Civil Works,NA ,Tender,90.0,90.0,EE RED GBN,201306.0,NA ,NA ,NA ,EE RED GBN,No ,No,1.0,SBI Bank,"9,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,2,5834107,SP ENTERPRISES,31-Jan-2026 11:59 AM,Accepted-AOC,L1,05-May-2026 04:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
