Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of CC Road From Shri Ram Karan Prajapati House to Shri Zamaluddin House to Vimal Kumar House to wards at village Rithiya In Block Atarauliya Azamgarh-2,Construction of CC Road From Shri Ram Karan Prajapati House to Shri Zamaluddin House to Vimal Kumar House to wards at village Rithiya In Block Atarauliya Azamgarh-2,Please Refer Tender Document ,NA ,"16,71,000",Civil Works,NA ,Tender,90.0,90.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,18-Mar-2026 12:00 PM,27-Mar-2026 01:00 PM,18-Mar-2026 12:00 PM,27-Mar-2026 12:00 PM,18-Mar-2026 12:00 PM ,27-Mar-2026 12:00 PM ,18-Mar-2026 12:00 PM,27-Mar-2026 12:00 PM,07-Apr-2026 03:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2061/RED/Tender/ST/2025-26 Dt 10.03.2026,2026_REDUP_1126541_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,194",Nil,Nil,No,"33,000",No,fixed,,Nil,Nil,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,AOC,Technical,tec,MANOJ KUMAR SINGH,07-Apr-2026 12:53 PM,technical_2100831.pdf,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,19-May-2026 03:43 PM,finsummary_2100831.pdf (1513.46 KB),Finance,fin,MANOJ KUMAR SINGH,19-May-2026 03:41 PM,finance_2100831.pdf,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,07-Apr-2026 01:01 PM,07-Apr-2026 03:00 PM,techsummary_2100831.pdf (609.52 KB),19-May-2026,"INR 1,415,655.24",90.0,MANOJ KUMAR SINGH,19-May-2026 03:45 PM,ajay1.pdf (475.00 KB),Date of Start Date of Comp,1.0,5992201.0,Ajay Singh Yadav,INR,"1,415,655.24",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1126541_1,2061/RED/Tender/ST/2025-26 Dt 10.03.2026,Construction of CC Road From Shri Ram Karan Prajapati House to Shri Zamaluddin House to Vimal Kumar House to wards at village Rithiya In Block Atarauliya Azamgarh-2,1.0,5992201.0,Ajay Singh Yadav,20-Mar-2026 11:51 AM,Accepted-AOC,Lowest Rate,19-May-2026 03:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5991878.0,Birendra Pratap Yadav,23-Mar-2026 11:24 AM,Rejected-AOC,Highest Rate,19-May-2026 03:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FinancialDocument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
