Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
21-Apr-2026 12:00 PM,04-May-2026 12:30 PM,21-Apr-2026 12:00 PM,04-May-2026 12:00 PM,NA ,NA ,21-Apr-2026 12:00 PM,04-May-2026 12:00 PM,13-May-2026 11:00 AM,1.0,SBI Bank,"1,104",Nil,Nil,No,EE RED Chandauli,EE RED Chandauli,1,Fee/PreQual/Technical,.pdf,EMD fees and Technical Document,"42,300",No,fixed,,Nil,Nil,Vikas Khand Chahniya ke Gram Chapra me Balua Tanda marg se Chapra Tudka marg par pitch road se sampark marg ka nirman karya.,Vikas Khand Chahniya ke Gram Chapra me Balua Tanda marg se Chapra Tudka marg par pitch road se sampark marg ka nirman karya.,Please refer Tender documents. ,NA ,"21,13,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Chahaniya,232104.0,NA ,NA ,NA ,EE RED Chandauli,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,21/RED/Chandauli/26-27 Date-04-04-2026,2026_REDUP_1138505_44,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,6080493,M/S ARVIND KUMAR PANDEY,02-May-2026 06:00 PM,Rejected-Finance,2nd bidder,19-May-2026 10:52 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE CHANDAULI,2026_REDUP_1138505_44,21/RED/Chandauli/26-27 Date-04-04-2026,Vikas Khand Chahniya ke Gram Chapra me Balua Tanda marg se Chapra Tudka marg par pitch road se sampark marg ka nirman karya.,Finance,Bids received,Aniruddh Kumar Yadav,13-May-2026 03:36 PM,,BOQ Comparative Chart,EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,19-May-2026 10:52 AM,finsummary_2128263.pdf (575.80 KB),1.0,6080436.0,SIDDHARTH CONSTRUCTION AND SUPPLIERS,INR,"2,104,525",Technical,Bids received,Aniruddh Kumar Yadav,06-May-2026 05:49 PM,,20-May-2026,"INR 2,104,525",90.0,Aniruddh Kumar Yadav,21-May-2026 01:16 PM,Chhapa.pdf (395.00 KB),EE RED Chandauli,Internal,1 AE RED Chandauli 2 DAO RED Chandauli,Aniruddh Kumar Yadav,06-May-2026 05:55 PM,13-May-2026 11:00 AM,techsummary_2128263.pdf (842.65 KB),AOC
,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6080436,SIDDHARTH CONSTRUCTION AND SUPPLIERS,30-Apr-2026 01:38 PM,Accepted-AOC,1st Lowest,21-May-2026 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
