Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
25-May-2026,INR 100,90.0,Virendra Kumar Pandey,25-May-2026 07:51 PM,Untitled.pdf (2170.00 KB),1,6087075,M/S A P S CONSTRUCTION COMPANY,05-May-2026 11:05 AM,Accepted-AOC,L1,25-May-2026 07:51 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1140270_8,2733/EE TENDER/KUSHINAGAR,Vikas Khand Padrauna ke gram Bataroli me Vinod ke ghar se Hira Lal ke ghar jaane wale sadak par CC road nirman karya.,1.0,6087075.0,M/S A P S CONSTRUCTION COMPANY,INR,100.0,Finance,Bid Opening Summary,Praveen Kumar,08-May-2026 03:11 PM,,BOQ Comparative Chart,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,08-May-2026 12:22 PM,08-May-2026 02:00 PM,techsummary_2129426.pdf (944.88 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,07-May-2026 01:41 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,25-May-2026 06:15 PM,finsummary_2129426.pdf (222.41 KB),AOC,EE KUSHINAGAR,EE KUSHINAGAR,1.0,SBI Bank,Vikas Khand Padrauna ke gram Bataroli me Vinod ke ghar se Hira Lal ke ghar jaane wale sadak par CC road nirman karya.,Vikas Khand Padrauna ke gram Bataroli me Vinod ke ghar se Hira Lal ke ghar jaane wale sadak par CC road nirman karya.,Please refer Tender documents. ,NA ,"17,27,000",Civil Works,NA ,Tender,90.0,90.0,WORK,274403.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,"35,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2733/EE TENDER/KUSHINAGAR,2026_REDUP_1140270_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date,Date,,"2,336",Nil,Nil,No,24-Apr-2026 09:00 AM,06-May-2026 03:00 PM,24-Apr-2026 09:00 AM,06-May-2026 12:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,06-May-2026 12:00 PM,08-May-2026 02:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,2,6089621,M/S SPS CONSTRUCTION COMPANY,05-May-2026 11:53 AM,Rejected-Finance,L2,25-May-2026 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
