S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6085212.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"984,310.5","DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,12-May-2026 06:48 PM,finsummary_2132147.pdf (413.58 KB),Technical,Bid Opening Summary,DEVRAJ PATEL,11-May-2026 05:54 PM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,2026_RDUP_1141716_1,100 DATE 23-04-2026 LOT NO 2,vikaas khand sohaanv ke 47 vibhinn sthaanon par solar lait ka sthaapana kaary,Finance,Bid Opening Summary,DEVRAJ PATEL,12-May-2026 04:40 PM,,BOQ Comparative Chart,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",Internal,"DEVRAJ PATEL, BDO PRAVEEN CHANDRA BARANWAL, JE RED PINTO RAM, ACCOUNTANT",DEVRAJ PATEL,11-May-2026 06:04 PM,11-May-2026 06:15 PM,techsummary_2132147.pdf (413.58 KB),1.0,6085151.0,DIWAN YADAV,03-May-2026 05:18 PM,Rejected-AOC,L2,12-May-2026 07:11 PM,12-May-2026,"INR 984,310.5",90.0,DEVRAJ PATEL,12-May-2026 07:11 PM,2.pdf (58.00 KB),AOC,AOC,1,DD - Demand Draft,25-Apr-2026 10:00 AM,06-May-2026 12:00 PM,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,NA ,NA ,25-Apr-2026 10:00 AM,05-May-2026 12:00 PM,11-May-2026 06:15 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,vikaas khand sohaanv ke 47 vibhinn sthaanon par solar lait ka sthaapana kaary,vikaas khand sohaanv ke 47 vibhinn sthaanon par solar lait ka sthaapana kaary,refer nit doc ,NA ,"9,85,000",Civil Works,NA ,Tender,90.0,90.0,KP SOHANV,277504.0,NA ,NA ,NA ,BDO OFFICE SOHANV,No ,No,"19,700",No,fixed,,BDO SOHANV,SOHANV,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Sohaon,100 DATE 23-04-2026 LOT NO 2,2026_RDUP_1141716_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,BDO SOHANV,BDO OFFICE SOHANV,"1,000",BDO SOHANV,SPHANV,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6085071.0,M/S KAPILESHWARI CONSTRUCTION,03-May-2026 04:10 PM,Rejected-AOC,L3,12-May-2026 07:11 PM,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6085212.0,RUDRA CONSTRUCTION & SUPPLIERS,03-May-2026 05:13 PM,Accepted-AOC,L1,12-May-2026 07:11 PM,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
