EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"31,000",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,tech doc,EE RED,URMORA SONBHADRA,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,1186/EE RED/ 2025-26 DATE- 17.01.2026,2026_REDUP_1118707_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,20-Feb-2026 06:00 PM,26-Feb-2026 02:00 PM,20-Feb-2026 06:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,20-Feb-2026 06:00 PM,26-Feb-2026 12:00 PM,10-Apr-2026 10:00 AM,V.K Kone ke Gram P Bagesoti me Dumarbandhi par chat ghat ka nirman,V.K Kone ke Gram P Bagesoti me Dumarbandhi par chat ghat ka nirman,AS PER NIT AND T1 ,NA ,,Civil Works,NA ,Tender,90.0,90.0,KONE,231216.0,NA ,NA ,NA ,EE RED,No ,No,AOC,Technical,ATTACHED,Jayprakash Dhawan,09-Apr-2026 03:16 PM,technical_2079474.pdf,EE RED,Internal,ae dao,Sanjay Srivastava,05-May-2026 04:08 PM,finsummary_2079474.pdf (199.15 KB),Finance,attached,Sanjay Srivastava,05-May-2026 04:03 PM,finance_2079474.pdf,BOQ Comparative Chart,EE RED SBR,Internal,AE DAO,Jayprakash Dhawan,09-Apr-2026 03:18 PM,10-Apr-2026 10:00 AM,techsummary_2079474.pdf (440.67 KB),13-May-2026,"INR 1,321,567.61",90.0,Sanjay Srivastava,13-May-2026 02:34 PM,BAGE.pdf (296.00 KB),L1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE SONBHADRA,2026_REDUP_1118707_1,1186/EE RED/ 2025-26 DATE- 17.01.2026,V.K Kone ke Gram P Bagesoti me Dumarbandhi par chat ghat ka nirman,1.0,5906353.0,jagannath prasad,INR,"1,321,567.61",1,5906662,Alakh Narayan Shukla,24-Feb-2026 12:45 PM,Rejected-Finance,L3,05-May-2026 04:08 PM,AOC
,,,,,,,,,,,,2.0,Finance,.xls,fc doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5906353,jagannath prasad,24-Feb-2026 02:18 PM,Accepted-AOC,L1,13-May-2026 02:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5906369,M/s Om Namo Narayan Construction,24-Feb-2026 03:31 PM,Rejected-Finance,L2,05-May-2026 04:08 PM,AOC
