Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",2026_UPIDC_1124343_1,07/SE/2025-26,Antierosion work for Protection of Village Dengurpur on Right Bank of River Ganga in Tehsil Meja.,1.0,5983210.0,BHAMAR SINGH,INR,"41,202,393.7",1,5983210,BHAMAR SINGH,18-Mar-2026 11:40 AM,Accepted-AOC,L1,25-May-2026 02:38 PM,25-May-2026,"INR 41,202,393.7",90.0,Ramesh Kumar Singh,25-May-2026 02:38 PM,07LOT01.pdf (587.00 KB),L1,SE RK SINGH,Internal,SE IWC MIRZAPUR,Ramesh Kumar Singh,10-Apr-2026 03:47 PM,finsummary_2095212.pdf (295.90 KB),Technical,05 BIDS ADMITTED FOR FINACIAL EVALUATION.,Ramesh Kumar Singh,23-Mar-2026 06:41 PM,technical_2095212.pdf,SE RK SINGH,Internal,SE IWC MIRZAPUR EE TPCD PRAYAGRAJ,Ramesh Kumar Singh,23-Mar-2026 07:03 PM,27-Mar-2026 10:00 AM,techsummary_2095212.pdf (349.55 KB),Finance,05 bids admitted for finanicail evaluation.,Ramesh Kumar Singh,02-Apr-2026 03:21 PM,,BOQ Comparative Chart,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad",07/SE/2025-26,2026_UPIDC_1124343_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Antierosion work for Protection of Village Dengurpur on Right Bank of River Ganga in Tehsil Meja.,Antierosion work for Protection of Village Dengurpur on Right Bank of River Ganga in Tehsil Meja.,Please refer Tender documents. ,NA ,"5,98,55,000",Civil Works,NA ,Tender,90.0,90.0,VILLAGE DENGURPUR PRAYAGRAJ,212302.0,SE IRRIIGATION WORK CIRCLE PRAYAGRAJ ,SE IRRIIGATION WORK CIRCLE PRAYAGRAJ ,12-Mar-2026 02:00 PM ,SE IRRIIGATION WORK CIRCLE PRAYAGRAJ,No ,No,1.0,SBI Bank,"2,354",Nil,Nil,No,"11,97,100",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Document,SE,SE IRRIIGATION WORK CIRCLE PRAYAGRAJ,12-Mar-2026 02:00 PM,18-Mar-2026 03:30 PM,12-Mar-2026 02:00 PM,18-Mar-2026 03:00 PM,NA ,NA ,12-Mar-2026 02:00 PM,18-Mar-2026 03:00 PM,27-Mar-2026 10:00 AM,AOC
,,,,,,,,,2,5984141,KAMLESH KUMAR,18-Mar-2026 02:14 PM,Rejected-Finance,L4,10-Apr-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,3,5977168,M/S PRATAP NIRMAN SANSTHAN,17-Mar-2026 04:01 PM,Rejected-Finance,L2,10-Apr-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5983112,NARAIN ENGINEERS INFRATECH PRIVATE LIMITED,18-Mar-2026 12:53 PM,Rejected-Finance,L5,10-Apr-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5985090,Pratap Construction,18-Mar-2026 02:05 PM,Rejected-Finance,L3,10-Apr-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
