Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
05-May-2026,"INR 1,116,887.22",120.0,Surya Prakash,05-May-2026 05:47 PM,336.pdf (1103.00 KB),1,5864744,M/S JAISWAL CONSTRUCTION,17-Feb-2026 04:59 PM,Rejected-Finance,Highest Rate,05-May-2026 05:45 PM,1.0,5864631.0,VINAY CONSTRUCTIONS,INR,"1,116,887.22",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1114918_5,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,KHUKHUNDOO NOONKHAR MARG SE MITHAI CHAUHAN KE GHAR KE TARAF JANE WALIMARG KA CC ROAD NIRMAN KARYA,Finance,Financial Bid Open,Surya Prakash,21-Feb-2026 07:25 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,Er. Dinesh Kumar Kesarwani AE and Shri Kanhaiya Lal DAO,Surya Prakash,21-Feb-2026 12:47 PM,21-Feb-2026 02:00 PM,techsummary_2068208.pdf (453.99 KB),Technical,Technical Bid Open,Surya Prakash,19-Feb-2026 07:27 PM,,Er. Surya Prakash,Internal,,Surya Prakash,05-May-2026 05:45 PM,finsummary_2068208.pdf (1102.64 KB),AOC,12-Feb-2026 10:00 AM,19-Feb-2026 02:30 PM,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,NA ,NA ,12-Feb-2026 10:00 AM,18-Feb-2026 12:00 PM,21-Feb-2026 02:00 PM,KHUKHUNDOO NOONKHAR MARG SE MITHAI CHAUHAN KE GHAR KE TARAF JANE WALIMARG KA CC ROAD NIRMAN KARYA,KHUKHUNDOO NOONKHAR MARG SE MITHAI CHAUHAN KE GHAR KE TARAF JANE WALIMARG KA CC ROAD NIRMAN KARYA,Please Refer Tender Document ,NA ,"13,20,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,SBI Bank,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1695/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1114918_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,"26,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,5864631,VINAY CONSTRUCTIONS,12-Feb-2026 11:30 PM,Accepted-AOC,Lowest Rate,05-May-2026 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
