Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
21-Jan-2026 11:40 AM,05-Feb-2026 02:30 PM,21-Jan-2026 11:40 AM,05-Feb-2026 12:00 PM,NA ,NA ,21-Jan-2026 11:40 AM,05-Feb-2026 12:00 PM,19-Mar-2026 03:10 PM,SE,SE OFFICE 67 A CANTT KANPUR NAGAR.,"2,360",Nil,Nil,No,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,"27/SE/IWC1K/2025-2026, Lot-01",2026_UPIDM_1106909_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,41,000",No,fixed,,Nil,Nil,Repairing/Replacing of chequered plate on super structure of Barrage at Gomti Barrage in District Lucknow .,Repairing/Replacing of chequered plate on super structure of Barrage at Gomti Barrage in District Lucknow.,Please refer Tender documents. ,NA ,"70,03,000",Miscellaneous Works,NA ,Tender,120.0,180.0,Gomti Barrage in District Lucknow.,226001.0,NA ,NA ,NA ,SE OFFICE 67 A CANTT KANPUR NAGAR.,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,1.0,SBI Bank,AOC,Technical,All Bidder successfully admitted,Vijay Kumar,17-Feb-2026 10:40 AM,,SE,Internal,,Vijay Kumar,25-Mar-2026 11:58 AM,finsummary_2042383.pdf (540.74 KB),Finance,All Bidder successfully admitted.,Vijay Kumar,25-Mar-2026 11:46 AM,,BOQ Comparative Chart,SE,Internal,,Vijay Kumar,19-Mar-2026 03:05 PM,19-Mar-2026 03:10 PM,techsummary_2042383.pdf (512.71 KB),27-Mar-2026,"INR 6,723,125",180.0,Vijay Kumar,23-May-2026 04:51 PM,N27L1.pdf (544.00 KB),AOC,1,5841443,M/S S S ENTERPRISES,03-Feb-2026 08:13 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,19-Mar-2026 03:05 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2026_UPIDM_1106909_1,"27/SE/IWC1K/2025-2026, Lot-01",Repairing/Replacing of chequered plate on super structure of Barrage at Gomti Barrage in District Lucknow .,1.0,5841493.0,SHIV RAM ENTERPRISES,INR,"6,723,125",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5841493,SHIV RAM ENTERPRISES,03-Feb-2026 09:09 PM,Accepted-AOC,Agreement has been signed.,23-May-2026 04:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5843092,swastik traders,04-Feb-2026 10:33 PM,Rejected-Finance,2nd Lowest,25-Mar-2026 11:58 AM,,,,,,,,,,AOC
