Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,18-Feb-2026 11:39 AM,20-Feb-2026 10:00 AM,techsummary_2066387.pdf (1096.96 KB),Technical,summary,deena nath maurya,18-Feb-2026 11:34 AM,technical_2066387.pdf,27-Feb-2026,"INR 151,548.62",15.0,deena nath maurya,11-May-2026 11:43 AM,agno425.pdf (765.00 KB),AOC,1,5876234,Manoj Kumar Yadav,15-Feb-2026 11:16 PM,Accepted-AOC,L1,11-May-2026 11:43 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_65,08/AEIV/2025-26,Construction of Rain Chute at Km. 3.500 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.58),1.0,5876234.0,Manoj Kumar Yadav,INR,"151,548.62",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,21-Feb-2026 12:30 PM,finsummary_2066387.pdf (1096.96 KB),Finance,Boq Summary,deena nath maurya,21-Feb-2026 12:06 PM,,BOQ Comparative Chart,AOC,"3,040",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,Assistant Engineer IV,LDSC Lucknow,Construction of Rain Chute at Km. 3.500 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.58),Construction of Rain Chute at Km. 3.500 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.58),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,gomti nagar vistaar,226010.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_65,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,11-Feb-2026 12:00 PM,16-Feb-2026 03:00 PM,11-Feb-2026 12:00 PM,16-Feb-2026 12:00 PM,11-Feb-2026 12:00 PM ,16-Feb-2026 12:00 PM ,11-Feb-2026 12:00 PM,16-Feb-2026 12:00 PM,20-Feb-2026 10:00 AM,AOC
,,,,,,,,,,,,,,,,,,,2,5875887,m/s mohd. zamil,15-Feb-2026 11:23 PM,Rejected-AOC,L2,11-May-2026 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
