Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
12-Feb-2026 09:00 AM,28-Feb-2026 11:00 AM,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,20-Apr-2026 06:55 PM,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,590.0,Nil,Nil,No,"25,548",No,percentage,10.0%,Nil,Nil,Saharanpur Municipal Corporation Saharanpur UP,7014 B,2026_NNSAH_1113698_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Construction of cc road from ram prakash house to asha rani house for gopal nagar at ward no. 19,Date,,1.0,Fee/PreQual/Technical,.pdf,Technical,Construction of cc road from ram prakash house to asha rani house for gopal nagar at ward no. 19,Construction of cc road from ram prakash house to asha rani house for gopal nagar at ward no. 19,Please refer Tender documents. ,NA ,"2,55,479",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,Nagar Nigam Saharanpur,No ,No,AOC,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 06:53 PM,20-Apr-2026 06:55 PM,techsummary_2062819.pdf (22.89 KB),Finance,Admitted,Vijay Bahadur singh,22-Apr-2026 04:34 PM,finance_2062819.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Vijay Bahadur singh,18-May-2026 10:48 AM,finsummary_2062819.pdf (23.67 KB),Technical,Admitted,Madan Pal,29-Mar-2026 10:48 AM,technical_2062819.pdf,1.0,5931160.0,SHREE JEE HANDICRAFTS,INR,"242,705.05",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113698_1,7014 B,Construction of cc road from ram prakash house to asha rani house for gopal nagar at ward no. 19,1,5933171,SHIV CONSTRUCTION,27-Feb-2026 07:40 AM,Rejected-AOC,L2,18-May-2026 10:50 AM,18-May-2026,"INR 242,705.05",30.0,Vijay Bahadur singh,18-May-2026 10:50 AM,tech.pdf (24.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5931160,SHREE JEE HANDICRAFTS,26-Feb-2026 08:06 AM,Accepted-AOC,L1,18-May-2026 10:50 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5935735,YAMUNA ENTERPRISES,27-Feb-2026 06:13 AM,Rejected-AOC,L3,18-May-2026 10:50 AM,,,,,,,AOC
