Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,09-Mar-2026 02:19 PM,10-Mar-2026 10:00 AM,techsummary_2079711.pdf (1096.96 KB),13-Mar-2026,"INR 151,709.93",30.0,deena nath maurya,12-May-2026 04:33 PM,agno464.pdf (684.00 KB),AOC,Technical,summary,deena nath maurya,09-Mar-2026 02:14 PM,technical_2079711.pdf,1.0,5939473.0,m/s mohd. zamil,INR,"151,709.93",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Mar-2026 04:49 PM,finsummary_2079711.pdf (1096.96 KB),Finance,Summary,deena nath maurya,12-Mar-2026 01:25 PM,finance_2079711.pdf,BOQ Comparative Chart,1,5939425,Manoj Kumar Yadav,28-Feb-2026 10:35 AM,Rejected-AOC,L2,12-May-2026 04:33 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1118401_55,09/AEIV/2025-26,Construction of Rain Chute at Km. 3.800 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.55),AOC,1.0,SBI Bank,"3,040",No,fixed,,Nil,Nil,Assistant Engineer IV,LDSC Lucknow,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",09/AEIV/2025-26,2026_UPIDC_1118401_55,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-Feb-2026 12:00 PM,28-Feb-2026 03:00 PM,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,21-Feb-2026 12:00 PM ,28-Feb-2026 12:00 PM ,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,10-Mar-2026 10:00 AM,Construction of Rain Chute at Km. 3.800 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.55),Construction of Rain Chute at Km. 3.800 (City Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.55),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,gomti nagar vistaar,226010.0,NA ,NA ,NA ,canal Colony,No ,No,590.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5939473,m/s mohd. zamil,28-Feb-2026 11:38 AM,Accepted-AOC,L1,12-May-2026 04:33 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
