S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_57,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,320",No,fixed,,Nil,Nil,Assistant Engineer IV,LDSC Lucknow,"Providing and Fixing Coir Veneer Board in Room No. 431,432, 433, 434 and 435 at 4th floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.57)","Providing and Fixing Coir Veneer Board in Room No. 431,432, 433, 434 and 435 at 4th floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.57)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,590.0,Nil,Nil,No,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,AOC,1.0,5835351.0,KISHORI,INR,"163,269",Finance,Boq Summary,deena nath maurya,09-Feb-2026 03:10 PM,finance_2048885.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,21-Feb-2026 12:47 PM,finsummary_2048885.pdf (1096.96 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_57,08/AEIV/2025-26,"Providing and Fixing Coir Veneer Board in Room No. 431,432, 433, 434 and 435 at 4th floor of Sinchai Vikas Bhawan Canal Colony, Lucknow.(Lot No.57)",1,5835324,CHANDRA SEN,01-Feb-2026 11:12 PM,Rejected-AOC,L2,11-May-2026 11:38 AM,27-Feb-2026,"INR 163,269",15.0,deena nath maurya,11-May-2026 11:38 AM,agno424.pdf (761.00 KB),AOC,Technical,summary,deena nath maurya,06-Feb-2026 03:54 PM,technical_2048885.pdf,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 04:16 PM,09-Feb-2026 10:00 AM,techsummary_2048885.pdf (1096.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5835351,KISHORI,01-Feb-2026 09:35 PM,Accepted-AOC,L1,11-May-2026 11:38 AM,,,,,,,,,,,,,,,,,,,,AOC
