EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"61,200",No,fixed,,Nil,Nil,"2,384",Nil,Nil,No,1.0,SBI Bank,Gram Panchayat Ithuwa me Bhetiya Sutaluli sampark marg se Purve Madhyamik Vidyalaya hote huye Ramu Singh Pradhan ke ghar ke paas Khajuha tak interlocking nirman karya-Kaisarganj_09,Gram Panchayat Ithuwa me Bhetiya Sutaluli sampark marg se Purve Madhyamik Vidyalaya hote huye Ramu Singh Pradhan ke ghar ke paas Khajuha tak interlocking nirman karya-Kaisarganj_09,Please refer Tender documents. ,NA ,"30,60,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,27-Apr-2026 12:00 PM,07-May-2026 12:30 PM,27-Apr-2026 12:00 PM,06-May-2026 12:00 PM,NA ,NA ,27-Apr-2026 12:00 PM,06-May-2026 12:00 PM,14-May-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1273/RED/E-Tender(36)/2025-26, Dt. 16.03.2026",2026_REDUP_1142035_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Enginer,"Office of the Executive Engineer, R.E.D. Bahraich",1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,14-May-2026 06:05 PM,finsummary_2133006.pdf (43.95 KB),Technical,Technical bid open,Sujit Kumar Sinha,07-May-2026 03:20 PM,technical_2133006.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,13-May-2026 02:21 PM,14-May-2026 12:00 PM,techsummary_2133006.pdf (462.90 KB),Finance,Financial bid open,Sujit Kumar Sinha,14-May-2026 02:51 PM,finance_2133006.pdf,BOQ Comparative Chart,1.0,6078329.0,Smt. Vandana Singh,INR,"3,596,057.43",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1142035_9,"1273/RED/E-Tender(36)/2025-26, Dt. 16.03.2026",Gram Panchayat Ithuwa me Bhetiya Sutaluli sampark marg se Purve Madhyamik Vidyalaya hote huye Ramu Singh Pradhan ke ghar ke paas Khajuha tak interlocking nirman karya-Kaisarganj_09,1,6078375,MAHADEV TRADERS,04-May-2026 11:36 PM,Rejected-Finance,High,14-May-2026 06:05 PM,20-May-2026,"INR 3,596,057.43",180.0,Sujit Kumar Sinha,22-May-2026 01:41 PM,Document2.pdf (26.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6078329,Smt. Vandana Singh,04-May-2026 11:07 PM,Accepted-AOC,Accept,22-May-2026 01:41 PM,,,,,,,AOC
