Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Tender Documents,27-Apr-2026 10:00 AM,04-May-2026 11:00 AM,27-Apr-2026 10:00 AM,04-May-2026 10:00 AM,NA ,NA ,27-Apr-2026 10:00 AM,04-May-2026 10:00 AM,04-May-2026 04:30 PM,1.0,SBI Bank,"Executive Engineer, Matatila Dam Division,Jhansi","Executive Engineer, Matatila Dam Division,Jhansi","Repairing of U/S pitching From 989.00 to 1012.00 feet level between Ch. 500.00 m to 900.00 m,1200 to 1500.00 m and 1800.00 m to 2100.00 m at left A/B of Matatila Dam for the year 2026-27","Repairing of U/S pitching From 989.00 to 1012.00 feet level between Ch. 500.00 m to 900.00 m,1200 to 1500.00 m and 1800.00 m to 2100.00 m at left A/B of Matatila Dam for the year 2026-27",Please refer Tender documents. ,NA ,"17,78,000",Civil Works,NA ,Tender,90.0,30.0,Matatila Talbehat,284136.0,NA ,NA ,NA ,Jhansi,No ,No,"1,295",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",01/EE/MDD/2026-27,2026_UPIDC_1141805_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,78,000",No,fixed,,Nil,Nil,AOC,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,04-May-2026 03:02 PM,04-May-2026 04:30 PM,techsummary_2132405.pdf (774.30 KB),Finance,All Bids are Accepted,Pankaj Singh,08-May-2026 03:36 PM,,BOQ Comparative Chart,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,11-May-2026 03:52 PM,finsummary_2132405.pdf (530.99 KB),Technical,All Bids Are Accepted,Pankaj Singh,04-May-2026 02:40 PM,technical_2132405.pdf,1.0,6085146.0,M/s BABU PRASAD TIWARI,INR,"1,109,466.33","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",2026_UPIDC_1141805_1,01/EE/MDD/2026-27,"Repairing of U/S pitching From 989.00 to 1012.00 feet level between Ch. 500.00 m to 900.00 m,1200 to 1500.00 m and 1800.00 m to 2100.00 m at left A/B of Matatila Dam for the year 2026-27",1,6082790,BHUPENDRA KUMAR,03-May-2026 12:56 PM,Rejected-AOC,L2,11-May-2026 03:56 PM,11-May-2026,"INR 1,109,466.33",30.0,Pankaj Singh,11-May-2026 03:56 PM,DOSAgNo1.pdf (531.00 KB),Date Of Start,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6085146,M/s BABU PRASAD TIWARI,04-May-2026 02:14 AM,Accepted-AOC,L1,11-May-2026 03:56 PM,,,,,,,,AOC
