Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
14-May-2026,"INR 1,619,435",60.0,Rajendra Nath Chaturvedi,20-May-2026 03:55 PM,AOC_1807_03.pdf (313.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1135357_1,1807_03/Mlay/KHERI/2025-26,"Interlocking construction work from house of Ramesh Singh to the Manikapur-Fattepur connecting road via the primary school in majra Fatehpur Gram Panchayat Shankarpur, length 260 mtr. Block Behjam",1.0,6069118.0,OM SAI ENTERPRISES,INR,"1,619,435",1,6069118,OM SAI ENTERPRISES,25-Apr-2026 09:07 PM,Accepted-AOC,Accepted,20-May-2026 03:55 PM,Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,07-May-2026 01:50 PM,finance_2119730.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,04-May-2026 01:35 PM,07-May-2026 12:00 PM,techsummary_2119730.pdf (602.24 KB),Technical,Recommended for Technical Evaluation,Rajendra Nath Chaturvedi,28-Apr-2026 03:32 PM,technical_2119730.pdf,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,11-May-2026 05:31 PM,finsummary_2119730.pdf (297.85 KB),AOC,"Interlocking construction work from house of Ramesh Singh to the Manikapur-Fattepur connecting road via the primary school in majra Fatehpur Gram Panchayat Shankarpur, length 260 mtr. Block Behjam","Interlocking construction work from house of Ramesh Singh to the Manikapur-Fattepur connecting road via the primary school in majra Fatehpur Gram Panchayat Shankarpur, length 260 mtr. Block Behjam",Please Refer Tender Document ,NA ,"16,19,600",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,"33,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical PDF,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,1807_03/Mlay/KHERI/2025-26,2026_REDUP_1135357_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,1.0,SBI Bank,11-Apr-2026 12:00 PM,28-Apr-2026 12:30 PM,11-Apr-2026 12:00 PM,28-Apr-2026 12:00 PM,NA ,NA ,11-Apr-2026 12:00 PM,28-Apr-2026 12:00 PM,07-May-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,2,6069190,RAKESH KUMAR VERMA,25-Apr-2026 09:30 PM,Rejected-Finance,2nd Lowest Bidder,11-May-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
