S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,840.0,Nil,Nil,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,2026_YEIDA_1107376_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"44,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"Construction of RCC Drain from Rasoolpur Ikbal to Bamba, YEA. WC-06","Construction of RCC Drain from Rasoolpur Ikbal to Bamba, YEA. WC-06",Please refer Tender documents. ,NA ,"22,09,459",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,20-Jan-2026 06:55 PM,02-Feb-2026 11:00 AM,20-Jan-2026 06:55 PM,30-Jan-2026 05:00 PM,NA ,NA ,20-Jan-2026 06:55 PM,30-Jan-2026 05:00 PM,25-Feb-2026 11:45 AM,AOC,Technical,UNDER EVALUATION,BHARAM PAL SINGH,25-Feb-2026 11:06 AM,,Committee,Internal,Committee,BHARAM PAL SINGH,19-Mar-2026 11:19 AM,finsummary_2044492.pdf (1316.47 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,19-Mar-2026 11:14 AM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,25-Feb-2026 11:42 AM,25-Feb-2026 11:45 AM,techsummary_2044492.pdf (692.95 KB),19-Mar-2026,"INR 1,454,929.39",90.0,BHARAM PAL SINGH,19-May-2026 11:40 AM,455_4.pdf (896.00 KB),AOC,1,5828341,MANYA CONSTRUCTION AND SUPPLIERS,30-Jan-2026 01:43 AM,Rejected-Finance,L6,19-Mar-2026 11:19 AM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1107376_4,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,"Construction of RCC Drain from Rasoolpur Ikbal to Bamba, YEA. WC-06",1.0,5832763.0,M/S STRONG FOUNDATION ASSOCAITES,INR,"1,454,929.39",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5832978,M/S ANUSHKA CONSTRUCTION,30-Jan-2026 03:29 PM,Rejected-Finance,L2,19-Mar-2026 11:19 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5833148,M/s OMKAR SINGH CONTRACTOR AND SUPPLIER,30-Jan-2026 04:40 PM,Rejected-Finance,L7,19-Mar-2026 11:19 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5831714,M/S RPS ASSOCIATES,29-Jan-2026 06:46 PM,Rejected-Finance,L3,19-Mar-2026 11:19 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5832763,M/S STRONG FOUNDATION ASSOCAITES,30-Jan-2026 02:35 PM,Accepted-AOC,L1,19-May-2026 11:40 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5824733,PRADHAN CONTRACTOR,26-Jan-2026 07:24 PM,Rejected-Finance,L4,19-Mar-2026 11:19 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5832066,RIVER EDGE CONSTRUCTION,29-Jan-2026 09:42 PM,Rejected-Finance,L5,19-Mar-2026 11:19 AM,,,,,,,,,,AOC
