Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Summary,deena nath maurya,06-Feb-2026 12:18 PM,technical_2048745.pdf,17-Feb-2026,"INR 151,598.22",15.0,deena nath maurya,08-May-2026 01:17 PM,agno365.pdf (614.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 01:40 PM,09-Feb-2026 10:00 AM,techsummary_2048745.pdf (1096.96 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_10,08/AEIV/2025-26,Construction of Rain Chute at Km. 1.600 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.10),1,5835311,CHANDRA SEN,01-Feb-2026 10:45 PM,Accepted-AOC,L1,08-May-2026 01:17 PM,Finance,Boq Summary,deena nath maurya,09-Feb-2026 11:57 AM,finance_2048745.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,11-Feb-2026 01:34 PM,finsummary_2048745.pdf (1096.96 KB),1.0,5835311.0,CHANDRA SEN,INR,"151,598.22",AOC,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,040",No,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,Construction of Rain Chute at Km. 1.600 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.10),Construction of Rain Chute at Km. 1.600 (River Side) of Gomti Nagar Vistaar Suraksha Tatbandh.(Lot No.10),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,gomti nagar vistaar,226010.0,NA ,NA ,NA ,canal Colony,No ,No,Assistant Engineer IV,LDSC Lucknow,590.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5835325,KISHORI,01-Feb-2026 09:13 PM,Rejected-AOC,L2,08-May-2026 01:17 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
