S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,6030601.0,MS ANIL KUMAR CONSTRUCTION,05-Apr-2026 08:18 PM,Accepted-AOC,AWARD OF CONTRACT IS GIVEN TO THE CONTRACTOR,19-May-2026 09:16 PM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",2026_UPIDC_1128902_1,01/EE/2025-26,LOT 04,1.0,6030601.0,MS ANIL KUMAR CONSTRUCTION,INR,"2,605,801.78",23-Apr-2026,"INR 2,605,801.78",90.0,Rajeev Kumar,19-May-2026 09:16 PM,LOT04AOC.pdf (341.00 KB),ALL DOCUMENTRY CONDITION ARE FULLFILLED,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER AND DEEPAK KUMAR DIVISIONAL ACCOUNTS OFFICER,Rajeev Kumar,17-Apr-2026 07:48 PM,finsummary_2105643.pdf (294.33 KB),Technical,Admited for Technical Evaluation,Rajeev Kumar,06-Apr-2026 06:12 PM,,RAJEEV KUMAR,Internal,RAJINDER KUMAR EXECUTIVE ENGINEER DEEPAK KUMAR DIVISIONAL ACCOUNTS OFFICER,Rajeev Kumar,11-Apr-2026 11:09 AM,11-Apr-2026 04:00 PM,techsummary_2105643.pdf (795.28 KB),Finance,BID FOUND IN ORDER AND ADMITTED FOR FINANCIAL EVALUATION,Rajeev Kumar,15-Apr-2026 07:10 PM,,BOQ Comparative Chart,AOC,EXECUTIVE ENGINEER,"O/O EXECUTIVE ENGINEER, MADHYA GANGA CANAL CONSTRUCTION DIVISION-9, SAMBHAL",854.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Moradabad||MGCCD -9, Sambhal",01/EE/2025-26,2026_UPIDC_1128902_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,67,500",No,percentage,10.0%,Nil,Nil,LOT 04,PLEASE REFER TENDER DOCUMENT,CONSTRUCTION OF FATTEHPUR MINOR FROM KM 1.400 TO KM 3.060. ,NA ,"26,75,000",Civil Works - Canal,NA ,Tender,90.0,90.0,FATTEHPUR SAMBHAL,244302.0,SAMBHAL ,"O/O EXECUTIVE ENGINEER, MADHYA GANGA CANAL CONSTRUCTION DIVISION-9, SAMBHAL ",24-Mar-2026 12:00 PM ,SAMBHAL,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,23-Mar-2026 10:00 AM,06-Apr-2026 03:00 PM,23-Mar-2026 11:00 AM,06-Apr-2026 12:00 PM,NA ,NA ,23-Mar-2026 11:00 AM,06-Apr-2026 12:00 PM,11-Apr-2026 04:00 PM,AOC
2.0,6031558.0,M/s Praveen Kumar,06-Apr-2026 09:24 AM,Rejected-Finance,Rates of Bidder are below estimated rates and also higher among two.,17-Apr-2026 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER DOCUMENT,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
