Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
12-Mar-2026,"INR 63,629,183.28",365.0,BHARAM PAL SINGH,19-May-2026 01:56 PM,rudra.pdf (699.00 KB),AOC,Technical,UNDER,BHARAM PAL SINGH,05-Mar-2026 03:26 PM,,Committee,Internal,Committee,VIKAS KUMAR,05-Mar-2026 03:41 PM,05-Mar-2026 03:45 PM,techsummary_2046642.pdf (697.44 KB),Committee,Internal,Committee,BHARAM PAL SINGH,12-Mar-2026 11:49 AM,finsummary_2046642.pdf (464.72 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,12-Mar-2026 11:44 AM,,BOQ Comparative Chart,1.0,5842415.0,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,INR,"63,629,183.28",1,5842462,K K ENGINEERS AND PROMOTORS PRIVATE LIMITED,04-Feb-2026 01:51 PM,Rejected-Finance,L2,12-Mar-2026 11:49 AM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1107376_32,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,"C/o 45 mtr wide Road Along Plot No.-02 and Plot No. 04 in Sector-24A, YEIDA.WC-04",AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,2026_YEIDA_1107376_32,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"6,770",Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","19,08,000",No,fixed,,Nil,Nil,22-Jan-2026 06:55 PM,05-Feb-2026 11:00 AM,22-Jan-2026 06:55 PM,04-Feb-2026 05:00 PM,NA ,NA ,22-Jan-2026 06:55 PM,04-Feb-2026 05:00 PM,05-Mar-2026 03:45 PM,"C/o 45 mtr wide Road Along Plot No.-02 and Plot No. 04 in Sector-24A, YEIDA.WC-04","C/o 45 mtr wide Road Along Plot No.-02 and Plot No. 04 in Sector-24A, YEIDA.WC-04",Please refer Tender documents. ,NA ,"9,53,96,076",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5842095,M/s Buildcon Infra,04-Feb-2026 02:51 PM,Rejected-Finance,L4,12-Mar-2026 11:49 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5835952,M/S DIMANIYA BUILDERS,03-Feb-2026 11:41 AM,Rejected-Technical,DISQUALIFIED,05-Mar-2026 03:41 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5842415,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,04-Feb-2026 01:26 PM,Accepted-AOC,L1,19-May-2026 01:56 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5842100,Raja contractors & engineers,04-Feb-2026 01:05 PM,Rejected-Finance,L3,12-Mar-2026 11:49 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
