Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE MAHARAJGANJ,2026_REDUP_1122599_3,1281/RED/MAHARAJGANJ,Gram Panchayat Dubauliya Tola Jamuhaniya mein Vivah Ghar ka Nirman Karya,1.0,5959054.0,M/s G.S.P.S. Construction Company,INR,100.0,1,5959054,M/s G.S.P.S. Construction Company,13-Mar-2026 11:21 AM,Accepted-AOC,L1,05-May-2026 01:01 PM,05-May-2026,INR 100,90.0,Praveen Kumar,05-May-2026 01:01 PM,AV2365.pdf (6105.00 KB),EE RED MAHARAJGANJ,Internal,,Praveen Kumar,05-May-2026 12:50 PM,finsummary_2090676.pdf (6104.87 KB),Technical,Bid Opening Summary,Praveen Kumar,18-Mar-2026 07:53 AM,,EE RED Maharajganj,Internal,,Praveen Kumar,18-Mar-2026 08:08 AM,19-Mar-2026 12:00 PM,techsummary_2090676.pdf (1839.84 KB),Finance,Bid Opening Summary,Praveen Kumar,05-May-2026 12:36 PM,,BOQ Comparative Chart,AOC,"30,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE MAHARAJGANJ,1281/RED/MAHARAJGANJ,2026_REDUP_1122599_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,EE RED MAHARAJGANJ,EE RED MAHARAJGANJ,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Gram Panchayat Dubauliya Tola Jamuhaniya mein Vivah Ghar ka Nirman Karya,Gram Panchayat Dubauliya Tola Jamuhaniya mein Vivah Ghar ka Nirman Karya,Please refer Tender documents. ,NA ,"15,00,000",Civil Works,NA ,Tender,90.0,90.0,work,273303.0,NA ,NA ,NA ,EE RED MAHARAJGANJ,No ,No,07-Mar-2026 06:00 PM,13-Mar-2026 03:00 PM,07-Mar-2026 06:00 PM,13-Mar-2026 12:00 PM,NA ,NA ,07-Mar-2026 06:00 PM,13-Mar-2026 12:00 PM,19-Mar-2026 12:00 PM,1.0,SBI Bank,AOC
,,,,,,,,,2,5959129,m/s reliable,09-Mar-2026 08:35 PM,Rejected-Finance,L2,05-May-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
