EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"1,32,107",No,percentage,10.0%,Nil,Nil,1.0,SBI Bank,1.0,Construction of cc road and nali from abdul gafur house to intezar and sade house and masjid to julfam house for mavikala at ward no. 11,Date,,"1,298",Nil,Nil,No,Saharanpur Municipal Corporation Saharanpur UP,7031 B,2026_NNSAH_1113645_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer Nagar Nigam Saharanpur,Chief Engineer Nagar Nigam Saharanpur,1.0,Fee/PreQual/Technical,.pdf,Technical,Construction of cc road and nali from abdul gafur house to intezar and sade house and masjid to julfam house for mavikala at ward no. 11,Construction of cc road and nali from abdul gafur house to intezar and sade house and masjid to julfam house for mavikala at ward no. 11,Please refer Tender documents. ,NA ,"13,21,072",Civil Works,NA ,Tender,90.0,30.0,Saharanpur,247001.0,NA ,NA ,NA ,Nagar Nigam Saharanpur,No ,No,12-Feb-2026 09:00 AM,28-Feb-2026 11:00 AM,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,12-Feb-2026 09:00 AM,27-Feb-2026 03:00 PM,16-Apr-2026 12:15 PM,AOC,Finance,Admitted,Vijay Bahadur singh,22-Apr-2026 04:10 PM,finance_2062555.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,16-Apr-2026 12:13 PM,16-Apr-2026 12:15 PM,techsummary_2062555.pdf (22.89 KB),Technical,Admitted,Sandeep kumar Misra,16-Apr-2026 12:11 PM,technical_2062555.pdf,Suresh Chand,Internal,,Madan Pal,09-May-2026 01:45 PM,finsummary_2062555.pdf (23.81 KB),09-May-2026,"INR 1,307,861",30.0,Madan Pal,09-May-2026 01:48 PM,tech.pdf (24.00 KB),Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113645_1,7031 B,Construction of cc road and nali from abdul gafur house to intezar and sade house and masjid to julfam house for mavikala at ward no. 11,1.0,5924848.0,YAMIN CONTRACTOR,INR,"1,307,861",1,5938061,AJEET KUMAR CONTRACTOR,27-Feb-2026 02:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Apr-2026 12:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5933899,SARGUN CONTRACTOR,26-Feb-2026 05:16 PM,Rejected-AOC,L2,09-May-2026 01:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5934940,Shouriya Builders,26-Feb-2026 09:16 PM,Rejected-AOC,L3,09-May-2026 01:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5924848,YAMIN CONTRACTOR,24-Feb-2026 04:40 PM,Accepted-AOC,1307861,09-May-2026 01:49 PM,AOC
