Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,13-May-2026 02:37 PM,14-May-2026 12:00 PM,techsummary_2133093.pdf (464.90 KB),Technical,Technical bid open,Sujit Kumar Sinha,07-May-2026 03:33 PM,technical_2133093.pdf,20-May-2026,"INR 3,810,909.54",180.0,Sujit Kumar Sinha,29-May-2026 02:30 PM,19_1273.pdf (46.00 KB),1,6090166,M/S G N CONSTRUCTION,06-May-2026 07:43 AM,Rejected-Finance,High,14-May-2026 06:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1142035_19,"1273/RED/E-Tender(36)/2025-26, Dt. 16.03.2026",Gram Panchayat Dharmpur ke majra Ahiranpurwa me Booth Adhyaksh Roopendra Maurya ke ghar hote huye Brahamchari Sthan ke paas tak interlocking nirman karya-Huzoorpur_19,1.0,6090112.0,SANSKAR CONSTRUCTION,INR,"3,810,909.54",Finance,Financial bid open,Sujit Kumar Sinha,14-May-2026 03:56 PM,finance_2133093.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,14-May-2026 06:30 PM,finsummary_2133093.pdf (44.14 KB),AOC,1.0,SBI Bank,27-Apr-2026 12:00 PM,07-May-2026 12:30 PM,27-Apr-2026 12:00 PM,06-May-2026 12:00 PM,NA ,NA ,27-Apr-2026 12:00 PM,06-May-2026 12:00 PM,14-May-2026 12:00 PM,Gram Panchayat Dharmpur ke majra Ahiranpurwa me Booth Adhyaksh Roopendra Maurya ke ghar hote huye Brahamchari Sthan ke paas tak interlocking nirman karya-Huzoorpur_19,Gram Panchayat Dharmpur ke majra Ahiranpurwa me Booth Adhyaksh Roopendra Maurya ke ghar hote huye Brahamchari Sthan ke paas tak interlocking nirman karya-Huzoorpur_19,Please refer Tender documents. ,NA ,"32,50,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,"65,000",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Engineer, R.E.D. Bahraich","2,384",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1273/RED/E-Tender(36)/2025-26, Dt. 16.03.2026",2026_REDUP_1142035_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2,6090112,SANSKAR CONSTRUCTION,06-May-2026 06:39 AM,Accepted-AOC,AOC,29-May-2026 02:30 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
