S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6110898.0,SHIVAM INDUSTRIES,INR,"1,281,909.2","U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",2026_UPJNM_1143849_1,849/E-Tender/21 Dated 28.04.26,"Repairing of 33 to 0.4KV, 1000 KVA capacity transformer with copper winding on the place of Aluminium winding at Konia MPS Varanasi",1,6115327,chaudhary engineering works,14-May-2026 12:41 PM,Rejected-Finance,As per Financial Evaluation,22-May-2026 12:22 PM,30-May-2026,"INR 1,281,909.2",30.0,Pawan Kumar Gupta,29-May-2026 06:32 PM,AOCTFKONIA.pdf (5572.00 KB),As per AOC,"Executive Engineer, Construction Division(Urban),Varanasi",Internal,EE AE JET DA,Pawan Kumar Gupta,20-May-2026 06:06 PM,21-May-2026 11:00 AM,techsummary_2136976.pdf (3111.98 KB),Finance,As per Financial Evaluation,Pawan Kumar Gupta,22-May-2026 12:12 PM,finance_2136976.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,EE AE JET DA,Pawan Kumar Gupta,22-May-2026 12:22 PM,finsummary_2136976.pdf (3787.30 KB),Technical,as per technical evaluation,Pawan Kumar Gupta,20-May-2026 05:53 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (E-M), Lucknow||SE, Elect Mech Circle, Kanpur Nagar||EE Elect Mech Unit Kanpur Nagar",849/E-Tender/21 Dated 28.04.26,2026_UPJNM_1143849_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,02-May-2026 01:30 PM,15-May-2026 01:00 PM,02-May-2026 01:30 PM,14-May-2026 05:00 PM,NA ,NA ,02-May-2026 01:30 PM,14-May-2026 05:00 PM,21-May-2026 11:00 AM,1.0,BG - Bank Guarantee,Executive Engineer,"Executive Engineer Construction Division E and M U.P. Jal Nigam Urban, Varanasi","35,900",No,fixed,,"E.E. CD E and M U.P. Jal Nigam Urban, Varanasi",Varanasi,"Repairing of 33 to 0.4KV, 1000 KVA capacity transformer with copper winding on the place of Aluminium winding at Konia MPS Varanasi","Repairing of 33 to 0.4KV, 1000 KVA capacity transformer with copper winding on the place of Aluminium winding at Konia MPS Varanasi",As per NIT and Tender Document  ,NA ,,Repair and Maintenance Works,Repairing and Maintenance ,Rate Contract,120.0,30.0,Varanasi,221112.0,NA ,NA ,NA ,"E.E. CD E and M U.P. Jal Nigam Urban, Varanasi",No ,No,"3,540","E.E. CD E and M U.P. Jal Nigam Urban, Varanasi",Varanasi,No,AOC
,,,,,,,,,2,6111982,M/S TURBO POWER,14-May-2026 09:05 AM,Rejected-Finance,As per Financial Evaluation,22-May-2026 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6110898,SHIVAM INDUSTRIES,14-May-2026 04:25 PM,Accepted-AOC,As per AOC,29-May-2026 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6115161,S K INDUSTRIES,14-May-2026 01:07 PM,Rejected-Finance,As per Financial Evaluation,22-May-2026 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6115872,SRI SAI SUDHA ENTERPRISES,14-May-2026 03:38 PM,Rejected-Finance,As per Financial Evaluation,22-May-2026 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
