S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,6097343.0,DIYA CONSTRUCTION COMPANY,INR,"646,315.36",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,2026_SCIDC_1144587_1,04/MLC/AGRA/26-27,"BOARING, LOARING AND INSTALLATION OF 03 NOS. SUBMERCIBLE PUMP WITH WATER STORAGE TANK 1. PUBLIC PLACE NEAR S.R.D. HIGHER SECONDRY SCHOOL PAINTIKHERA, 2. SHRI SHOBHARAM H. S. SCHOOL, THEEPURI, PAINTIKHERA AND SHRI PUNJAB SINGH H. S. SCHOOL, NAUGAVA JI",1,6097343,DIYA CONSTRUCTION COMPANY,07-May-2026 10:00 PM,Accepted-AOC,OK,18-May-2026 03:29 PM,18-May-2026,"INR 646,315.36",180.0,Sanjai Gangwar,18-May-2026 03:29 PM,fr4.pdf (534.00 KB),Executive Engineer,Internal,,Sanjai Gangwar,18-May-2026 03:27 PM,finsummary_2138735.pdf (533.64 KB),Technical,All bids are ok.,Sanjai Gangwar,13-May-2026 01:26 PM,technical_2138735.pdf,Executive Engineer,Internal,,Sanjai Gangwar,13-May-2026 01:36 PM,13-May-2026 01:40 PM,techsummary_2138735.pdf (247.79 KB),Finance,Rate of M/s DIYA CONSTRUCTION COMPANY is accepted.,Sanjai Gangwar,18-May-2026 03:07 PM,finance_2138735.pdf,BOQ Comparative Chart,AOC,"13,000",No,fixed,,UPSCIDCO,AGRA,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra","1,062",UPSCIDCO,AGRA,No,"BOARING, LOARING AND INSTALLATION OF 03 NOS. SUBMERCIBLE PUMP WITH WATER STORAGE TANK 1. PUBLIC PLACE NEAR S.R.D. HIGHER SECONDRY SCHOOL PAINTIKHERA, 2. SHRI SHOBHARAM H. S. SCHOOL, THEEPURI, PAINTIKHERA AND SHRI PUNJAB SINGH H. S. SCHOOL, NAUGAVA JI","BOARING, LOARING AND INSTALLATION OF 03 NOS. SUBMERCIBLE PUMP WITH WATER STORAGE TANK 1. PUBLIC PLACE NEAR S.R.D. HIGHER SECONDRY SCHOOL PAINTIKHERA, 2. SHRI SHOBHARAM H. S. SCHOOL, THEEPURI, PAINTIKHERA AND SHRI PUNJAB SINGH H. S. SCHOOL, NAUGAVA JI",Please refer Tender documents. ,NA ,"6,46,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1.0,RTGS - RTGS Payment,02-May-2026 03:00 PM,08-May-2026 12:00 PM,02-May-2026 03:00 PM,08-May-2026 12:00 PM,NA ,NA ,02-May-2026 03:00 PM,08-May-2026 12:00 PM,13-May-2026 01:40 PM,1,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Mathura,04/MLC/AGRA/26-27,2026_SCIDC_1144587_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,6097442,M/S Om Constructions,08-May-2026 10:16 AM,Rejected-AOC,OK,18-May-2026 03:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
