Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
21-Apr-2026,"INR 58,147,338.95",365.0,DHRUV CHANDRA VERMA,11-May-2026 12:04 PM,22222.pdf (483.00 KB),ok,1,5930156,ARVIND KUMAR SINGH,27-Feb-2026 01:57 PM,Accepted-AOC,ok,11-May-2026 12:04 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh",2026_UPIDC_1118524_1,09/S.E/XVI/2025-26,Correcting internal section from km 0.100 to km 59.000 of Allahabad Branch.,1.0,5930156.0,ARVIND KUMAR SINGH,INR,"58,147,338.95",Technical,Admitted Doc,DHRUV CHANDRA VERMA,11-Mar-2026 05:43 PM,technical_2079059.pdf,Dhruva Chandra Verma,Internal,Lawkush singh,DHRUV CHANDRA VERMA,21-Apr-2026 01:45 PM,finsummary_2079059.pdf (219.03 KB),Finance,ok,DHRUV CHANDRA VERMA,21-Apr-2026 01:39 PM,finance_2079059.pdf,BOQ Comparative Chart,Dhruva Chandra Verma,Internal,Lavkush singh,DHRUV CHANDRA VERMA,11-Mar-2026 05:49 PM,16-Mar-2026 11:00 AM,techsummary_2079059.pdf (328.84 KB),AOC,"12,29,000",Yes,fixed,,Nil,Nil,"8,494",Nil,Nil,No,Superintending Engineer,Superintending Engineer 16th Circle Irrigation work Pratapgarh.,Correcting internal section from km 0.100 to km 59.000 of Allahabad Branch.,Correcting internal section from km 0.100 to km 59.000 of Allahabad Branch.,Please refer Tender documents. ,NA ,"6,14,32,000",Civil Works,NA ,Tender,90.0,365.0,Pratapgarh,230001.0,NA ,NA ,NA ,Superintending Engineer 16th Circle Irrigation wor,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh",09/S.E/XVI/2025-26,2026_UPIDC_1118524_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,tendernotice,21-Feb-2026 10:00 AM,27-Feb-2026 04:00 PM,21-Feb-2026 10:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,21-Feb-2026 10:00 AM,27-Feb-2026 03:00 PM,16-Mar-2026 11:00 AM,AOC
,,,,,,,2,5923333,M/S PRATAP NIRMAN SANSTHAN,26-Feb-2026 04:01 PM,Rejected-Finance,High Bidder,21-Apr-2026 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,AOC
