Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,09-Mar-2026 09:38 PM,10-Mar-2026 11:00 AM,techsummary_2085641.pdf (739.59 KB),27-Mar-2026,"INR 1,898,330",90.0,Binod kumar Singh,27-May-2026 06:44 PM,141.pdf (374.00 KB),AOC,Technical,As per file Attached,Binod kumar Singh,07-Mar-2026 11:05 AM,technical_2085641.pdf,1.0,5950295.0,PRAGATI ASSOCIATES,INR,"1,898,330",EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,27-Mar-2026 06:57 PM,finsummary_2085641.pdf (739.59 KB),Finance,As per file Attached,Binod kumar Singh,10-Mar-2026 10:31 PM,finance_2085641.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2026_UPIDC_1109641_28,14/EE/2025-26,Renewal of Service Road of Dhankar Mr. From Km 0.000 to Km 1.240,1,5949588,M/S AGRE ASSOCIATES,06-Mar-2026 01:13 PM,Rejected-Finance,L-3,27-Mar-2026 06:57 PM,AOC,"66,000",No,percentage,2.0%,Nil,Nil,354.0,Nil,Nil,No,28-Feb-2026 11:00 AM,06-Mar-2026 03:00 PM,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,NA ,NA ,28-Feb-2026 11:00 AM,06-Mar-2026 02:00 PM,10-Mar-2026 11:00 AM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",14/EE/2025-26,2026_UPIDC_1109641_28,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE BDGC BSR,EE BDGC BSR,Renewal of Service Road of Dhankar Mr. From Km 0.000 to Km 1.240,Renewal of Service Road of Dhankar Mr. From Km 0.000 to Km 1.240,Please refer Tender documents. ,NA ,"33,00,000",Civil Works,NA ,Rate Contract,90.0,90.0,Bulandshahr,203001.0,NA ,NA ,NA ,Bulandshahr,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5949543,M/S AMAN CONSTRUCTION COMPANY,06-Mar-2026 01:33 PM,Rejected-Finance,L-2,27-Mar-2026 06:57 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BID,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5950666,M/S Harish Kumar Contractor,06-Mar-2026 11:50 AM,Rejected-Technical,6(vi) IDT3,09-Mar-2026 09:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5950295,PRAGATI ASSOCIATES,06-Mar-2026 10:16 AM,Accepted-AOC,AOC,27-May-2026 06:44 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5951290,SANDHYA SHARMA,06-Mar-2026 01:54 PM,Rejected-Technical,6(Viii),09-Mar-2026 09:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
