Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
O/o Principal Chief Conservator and Wildlife||CF ENDANGERED PROJECT UP LUCKNOW,2026_UPDFW_1137096_1,Letter No.1763/8-5 (E-Tender) dated 02.04.2026,SUPPLY OF FISH,1.0,6078030.0,M/S YASH ENTERPRISES,INR,"4,891,004",1,6078211,M/S AVINASH KUMAR ENTERPRISES,29-Apr-2026 04:07 PM,Rejected-Finance,Not Qualified,15-May-2026 10:49 AM,15-May-2026,"INR 4,891,004",365.0,Manohar lal,15-May-2026 11:00 AM,AOC.pdf (1763.00 KB),Award of Contract (AOC),CF ENDANGERED PROJECT UP LUCKNOW,Internal,VIKASSAXENARANGEFORESTOFFICERVIVEKSINGHRANGEFORESTOFFICERMANOHARLALSENIORASSISTANTNAVEENSINGHJUNIORASSISTANT,Manohar lal,15-May-2026 10:49 AM,finsummary_2123319.pdf (716.06 KB),Technical,Technical Document,Manohar lal,07-May-2026 05:33 PM,technical_2123319.pdf,CF ENDANGERED PROJECT UP LUCKNOW,Internal,VIKASSAXENARANGEFORESTOFFICERVIVEKSINGHRANGEFORESTOFFICERMANOHARLALSENIORASSISTANTNAVEENSINGHJUNIORASSISTANT,Manohar lal,07-May-2026 05:52 PM,07-May-2026 05:55 PM,techsummary_2123319.pdf (1578.06 KB),Finance,FINANCIAL DOCUMENT,Manohar lal,15-May-2026 10:35 AM,finance_2123319.pdf,BOQ Comparative Chart,AOC,"CF ENDANGERED PROJECT, UP, LUCKNOW","CONSERVATOR OF FORESTS, ENDANGERED PROJECT, UP, ARANYA SADAN, SHISHAM BAGH, SECTOR-19, INDIRA NAGAR, LUCKNOW, PIN-226016","50,000",No,fixed,,VAN SANRAKSHAK LUPTPRAY PARIYOJANA UP LUCKNOW,LUCKNOW,O/o Principal Chief Conservator and Wildlife||CF ENDANGERED PROJECT UP LUCKNOW,Letter No.1763/8-5 (E-Tender) dated 02.04.2026,2026_UPDFW_1137096_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,No,Offline,No,No,No,SUPPLY OF FISH,SUPPLY OF FISH,Please refer Tender documents. ,NA ,,Miscellaneous,SUPPLY OF FISH ,Tender,365.0,1.0,"GHARIA REHABILITATION CENTRE, KUKRAIL, LUCKNOW",226015.0,NA ,NA ,NA ,LUCKNOW,No ,No,"2,500",UP VAN SANRAKSHAK LUPTPRAY PARIYOJANA UP LUCKNOW,LUCKNOW,No,1.0,DD - Demand Draft,15-Apr-2026 04:00 PM,30-Apr-2026 03:00 PM,15-Apr-2026 04:00 PM,30-Apr-2026 01:00 PM,NA ,NA ,15-Apr-2026 04:00 PM,30-Apr-2026 01:00 PM,07-May-2026 05:55 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC
,,,,,,,,,2,6078279,M/S DWARIKA PRASAD,29-Apr-2026 04:34 PM,Rejected-Finance,Not Qualified,15-May-2026 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,Financial Document,AOC
,,,,,,,,,3,6078030,M/S YASH ENTERPRISES,29-Apr-2026 03:50 PM,Accepted-AOC,Qualified in Financial BID,15-May-2026 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
