Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2373/EE/RED/dt-17-02-2026,2026_REDUP_1121707_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,856.0,Nil,Nil,No,"12,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,EE RED DIV BALLIA,EE RED DIV BALLIA,10-Mar-2026 09:00 AM,17-Mar-2026 12:30 PM,10-Mar-2026 09:00 AM,16-Mar-2026 12:00 PM,NA ,NA ,10-Mar-2026 09:00 AM,16-Mar-2026 12:00 PM,04-Apr-2026 10:00 AM,Lot-11 gauri shahpur Ramji chaudhari ke dera se achelal rajbhar ke ghar ke tarafh cc,Lot-11 gauri shahpur Ramji chaudhari ke dera se achelal rajbhar ke ghar ke tarafh cc,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,BALLIA,277001.0,EE RED DIV BALLIA ,EE RED DIV BALLIA ,12-Mar-2026 09:00 AM ,EE RED DIV BALLIA,No ,No,AOC,Finance,AEDAO,SANJEEV KUMAR,07-Apr-2026 01:16 PM,,BOQ Comparative Chart,ee,Internal,AEDAO,ROLI VISHVKARMA,02-Apr-2026 01:50 PM,04-Apr-2026 10:00 AM,techsummary_2087285.pdf (37.61 KB),Technical,NIT,ROLI VISHVKARMA,18-Mar-2026 06:12 PM,technical_2087285.pdf,ee,Internal,AEDAO,ROLI VISHVKARMA,23-Apr-2026 11:33 AM,finsummary_2087285.pdf (37.61 KB),07-May-2026,"INR 590,585",90.0,ROLI VISHVKARMA,07-May-2026 01:24 PM,RispansivNonRispansiv2373.pdf (38.00 KB),AEDAO,1,5972097,M/s SHAKTI CONSTRUCTION,14-Mar-2026 12:49 PM,Rejected-Finance,2Lowest,23-Apr-2026 11:33 AM,1.0,5972183.0,S P INTERPRISES,INR,"590,585",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1121707_1,2373/EE/RED/dt-17-02-2026,Lot-11 gauri shahpur Ramji chaudhari ke dera se achelal rajbhar ke ghar ke tarafh cc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5972183,S P INTERPRISES,14-Mar-2026 01:23 PM,Accepted-AOC,AOC,07-May-2026 01:25 PM,,,,,,,,,,AOC
