S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,13-Feb-2026 09:00 AM,20-Feb-2026 04:00 PM,13-Feb-2026 09:00 AM,20-Feb-2026 03:00 PM,NA ,NA ,13-Feb-2026 09:00 AM,20-Feb-2026 03:00 PM,06-Mar-2026 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"5,900",Nil,Nil,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,21/PM-10/UPPCL/2025-26/Dated 11.02.2026,2026_UPPRC_1115550_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"PM,UNIT-10,UPPCL","Project Manager, U.P. Projects Corporation Ltd., Unit-10, Udayog Kunj Road Near Haluwakhada (Rajwaha) Nauraiya Kheda (Nahar Kothi), Dada Nagar, Kanpur",Renovation of Lift at J.K. Cancer Institute District-Kanpur Nagar (U.P.),Renovation of Lift at J.K. Cancer Institute District-Kanpur Nagar (U.P.),Renovation of Lift at J.K. Cancer Institute District-Kanpur Nagar (U.P.) ,NA ,,Civil Works,NA ,Tender,90.0,90.0,J.K. CANCER INSTITUTE,208019.0,NA ,NA ,NA ,"PM,UNIT-10,UPPCL",No ,No,"53,000",Yes,fixed,,Nil,Nil,AOC,"PM,UNIT-10,KANPUR",Internal,"PM,UNIT-13,BANDA,ACCT.UNIT-10,KANPUR",SATYA PRIYA,15-Apr-2026 11:07 AM,finsummary_2069974.pdf (1085.84 KB),Technical,Summary1115550_1,SATYA PRIYA,27-Feb-2026 01:03 PM,technical_2069974.pdf,"PM,UNIT-10,UPPCL",Internal,"PM,UNIT-13,UPPCL,ACCOUNTANT,UNIT-10,UPPCL",SATYA PRIYA,27-Feb-2026 01:09 PM,06-Mar-2026 01:00 PM,techsummary_2069974.pdf (1085.84 KB),Finance,Summary1115550_1,SATYA PRIYA,15-Apr-2026 11:04 AM,finance_2069974.pdf,BOQ Comparative Chart,1,5899242,Advance Air Systems India Pvt. Ltd.,20-Feb-2026 10:21 AM,Rejected-AOC,L2,23-May-2026 06:21 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow||Unit-10 Kanpur,2026_UPPRC_1115550_1,21/PM-10/UPPCL/2025-26/Dated 11.02.2026,Renovation of Lift at J.K. Cancer Institute District-Kanpur Nagar (U.P.),1.0,5886077.0,M/s BABA BUILDER,INR,"2,653,439.55",19-May-2026,"INR 2,653,439.55",90.0,SATYA PRIYA,23-May-2026 06:21 PM,LAO2960.pdf (6648.00 KB),Lowest Bidder,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5895635,Gaurav Construction,20-Feb-2026 02:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Feb-2026 01:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5897129,MOHIT CONSTRUCTION,20-Feb-2026 11:27 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Feb-2026 01:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5886077,M/s BABA BUILDER,17-Feb-2026 01:18 PM,Accepted-AOC,L1,23-May-2026 06:21 PM,,,,,,,,,,,,,,,,,AOC
