Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Opend,Abhishek Rai,11-Feb-2026 01:07 PM,,20-May-2026,"INR 2,043,630",90.0,Abhishek Rai,21-May-2026 05:08 PM,bpdf.pdf (153.00 KB),Executive Engineer,Internal,,Suresh Kumar Jaiswal,15-Feb-2026 11:24 AM,15-Feb-2026 12:00 PM,techsummary_2052408.pdf (227.49 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1110912_15,2592/EE/RED/GKP/25-26 Date 07/01/26,Block-Brahmpur mein Gram Panchayat Mahuakol mein kali Sthan se Machine Tak CC Road Ka Nirman,1,5852837,B N CONSTRUCTIONS,08-Feb-2026 03:36 PM,Accepted-AOC,L1,21-May-2026 05:08 PM,1.0,5852837.0,B N CONSTRUCTIONS,INR,"2,043,630",Executive Engineer,Internal,,Suresh Kumar Jaiswal,17-Feb-2026 08:12 AM,finsummary_2052408.pdf (153.00 KB),Finance,Opend,Suresh Kumar Jaiswal,16-Feb-2026 04:17 PM,,BOQ Comparative Chart,AOC,03-Feb-2026 09:00 AM,10-Feb-2026 09:00 AM,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,NA ,NA ,03-Feb-2026 09:00 AM,09-Feb-2026 12:00 PM,15-Feb-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,"40,020",No,percentage,2.0%,Nil,Nil,896.0,Nil,Nil,No,1.0,SBI Bank,Executive Engineer,Vikash Bhawan,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2592/EE/RED/GKP/25-26 Date 07/01/26,2026_REDUP_1110912_15,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Block-Brahmpur mein Gram Panchayat Mahuakol mein kali Sthan se Machine Tak CC Road Ka Nirman,Block-Brahmpur mein Gram Panchayat Mahuakol mein kali Sthan se Machine Tak CC Road Ka Nirman,Please refer Tender documents. ,NA ,"20,01,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,NA ,NA ,NA ,Vikash Bhawan,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5853289,LAXMI SHAKTI CONSTRUCTION,08-Feb-2026 05:19 PM,Rejected-AOC,L2,21-May-2026 05:08 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
