Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,EE Saryu Nahar Khand-1 Balrampur,EE Saryu Nahar Khand-1 Balrampur,21-Jan-2026 10:00 AM,28-Jan-2026 11:00 AM,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,19-Feb-2026 11:10 AM,854.0,Nil,Nil,No,Construction of V.R.B. at Km 3.550 of Chainpur Dy.,Construction of V.R.B. at Km 3.550 of Chainpur Dy.,Please refer Tender documents. ,NA ,"18,31,000",Civil Works - Canal,NA ,Tender,90.0,180.0,Shrawasti,271805.0,NA ,NA ,NA ,EE Saryu Nahar Khand-1 Balrampur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",03/EE/2025-26,2026_UPIDC_1107737_18,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"37,000",Yes,fixed,,Nil,Nil,AOC,1,5826261,GOVIND YADAV,27-Jan-2026 11:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2026 09:50 AM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",2026_UPIDC_1107737_18,03/EE/2025-26,Construction of V.R.B. at Km 3.550 of Chainpur Dy.,1.0,5818969.0,SHRI KRISHNA SHUKLA,INR,"1,817,400.86",Pramod Kumar,Internal,akhilesh singh,Pramod Kumar,24-Feb-2026 02:39 PM,finsummary_2044882.pdf (170.15 KB),Finance,file,Pramod Kumar,23-Feb-2026 06:59 PM,finance_2044882.pdf,BOQ Comparative Chart,Technical,file add,Pramod Kumar,19-Feb-2026 09:50 AM,technical_2044882.pdf,12-May-2026,"INR 1,817,400.86",180.0,Pramod Kumar,12-May-2026 03:55 PM,18.pdf (299.00 KB),l1,Pramod Kumar,Internal,AKHILESH KUMAR SINGH,Pramod Kumar,19-Feb-2026 11:08 AM,19-Feb-2026 11:10 AM,techsummary_2044882.pdf (170.15 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,5824683,M/S RAJ KISHORE SHUKLA CONTRACTOR,27-Jan-2026 04:11 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2026 09:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5823469,M/S RAM KRISHAN MISHRA CONTRECTOR,26-Jan-2026 12:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2026 09:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,5819030,M/S SHREE ANSH CONSTRUCTION,26-Jan-2026 01:55 PM,Rejected-Finance,L2,24-Feb-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,5818969,SHRI KRISHNA SHUKLA,26-Jan-2026 01:56 PM,Accepted-AOC,l1,12-May-2026 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
