Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,2026_REDUP_1115626_152,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,15-Feb-2026 06:00 PM,23-Feb-2026 12:30 PM,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,NA ,NA ,15-Feb-2026 06:00 PM,23-Feb-2026 12:00 PM,07-Mar-2026 10:00 AM,950.0,Nil,Nil,No,"7,591",Yes,percentage,2.0%,Nil,Nil,1.0,SBI Bank,Nagar Palika Nawabganj ke Mohalla Kahran me Susheel Kumar ke ghar ke pass 01 Adad 12.30 Mtr Pole par Highmast Light ke Sthapana Karya,Nagar Palika Nawabganj ke Mohalla Kahran me Susheel Kumar ke ghar ke pass 01 Adad 12.30 Mtr Pole par Highmast Light ke Sthapana Karya,Nagar Palika Nawabganj ke Mohalla Kahran me Susheel Kumar ke ghar ke pass 01 Adad 12.30 Mtr Pole par Highmast Light ke Sthapana Karya  ,NA ,"3,79,538",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,EE RED GONDA,EE RED GONDA,AOC,Technical,Summary,VIRENDRA KUMAR PATHAK,03-Mar-2026 04:24 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1115626_152,1016/RED/ENIV/NIR/25-26 Dt 14-01-2026,Nagar Palika Nawabganj ke Mohalla Kahran me Susheel Kumar ke ghar ke pass 01 Adad 12.30 Mtr Pole par Highmast Light ke Sthapana Karya,1.0,5914629.0,A K Sri Construction,INR,"379,119.91",1,5914596,AJIT SINGH,23-Feb-2026 09:31 AM,Rejected-Finance,L2,09-May-2026 04:23 PM,Finance,Summary,Jay Bahadur Singh,07-May-2026 04:45 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,Jay Bahadur Singh,09-May-2026 04:23 PM,finsummary_2072965.pdf (193.08 KB),09-May-2026,"INR 379,119.91",120.0,Jay Bahadur Singh,09-May-2026 04:25 PM,152MLC.pdf (193.00 KB),Bond,EE RED GONDA,Internal,Er JB Singh EE Er VK Pathak AE Sri LK Chakravarti DAO,VIRENDRA KUMAR PATHAK,07-Mar-2026 09:51 AM,07-Mar-2026 10:00 AM,techsummary_2072965.pdf (191.27 KB),AOC
2,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,5914629,A K Sri Construction,23-Feb-2026 09:04 AM,Accepted-AOC,L1,09-May-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
