Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
30-Mar-2026,"INR 47,456,397.6",90.0,OM PRAKASH VERMA,19-May-2026 04:06 PM,3bhawarsinghbaran.pdf (326.00 KB),detail letter attached,1.0,5975971.0,BHAMAR SINGH,INR,"47,456,397.6","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",2026_UPIDC_1122557_3,06/SE-6/2025-26,Janpad hardoi me ramganga nadi ke baye kinare pr sthit sanvedanshil gram baran avam tapuapur me katav nirodhak karya,1,5975971,BHAMAR SINGH,15-Mar-2026 10:01 PM,Accepted-AOC,technically qualified and quoted lowest amount,19-May-2026 04:06 PM,Finance,financial sheet attached,OM PRAKASH VERMA,25-Mar-2026 11:55 AM,finance_2090575.pdf,BOQ Comparative Chart,SE OM PRAKASH VERMA,Internal,se six circle se sitapur circle,OM PRAKASH VERMA,25-Mar-2026 10:59 AM,25-Mar-2026 11:15 AM,techsummary_2090575.pdf (328.23 KB),Technical,Technical result attached,OM PRAKASH VERMA,21-Mar-2026 01:07 PM,technical_2090575.pdf,SE OM PRAKASH VERMA,Internal,SE SIX CIRCLE SE SITAPUR CIRCLE,OM PRAKASH VERMA,28-Mar-2026 11:46 AM,finsummary_2090575.pdf (328.23 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow",06/SE-6/2025-26,2026_UPIDC_1122557_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"14,85,720",No,percentage,2.0%,Nil,Nil,"2,714",Nil,Nil,No,SE SIX CIRCLE LUCKNOW,SE Six circle lucknow,Janpad hardoi me ramganga nadi ke baye kinare pr sthit sanvedanshil gram baran avam tapuapur me katav nirodhak karya,Janpad hardoi me ramganga nadi ke baye kinare pr sthit sanvedanshil gram baran avam tapuapur me katav nirodhak karya,please refer tender document ,NA ,"7,42,86,000",Civil Works,NA ,Tender,90.0,90.0,Hardoi,241001.0,SE Six circle lucknow ,SE Six circle lucknow ,10-Mar-2026 01:00 PM ,SE SIX CIRCLE LUCKNOW,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,09-Mar-2026 10:00 AM,16-Mar-2026 03:00 PM,09-Mar-2026 10:00 AM,16-Mar-2026 01:00 PM,NA ,NA ,09-Mar-2026 10:00 AM,16-Mar-2026 01:00 PM,25-Mar-2026 11:15 AM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5976726,M/S ARYAN ENTERPRISES,16-Mar-2026 08:53 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5977340,M/s B.B.Goyal,16-Mar-2026 11:35 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5975239,M/S RAGHVENDRA PRATAP SINGH,16-Mar-2026 10:50 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5976473,NIKHIL CONSTRUCTION,16-Mar-2026 10:36 AM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5977514,Pratap Construction,16-Mar-2026 12:19 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5974855,RAM SANEHI AND SONS,15-Mar-2026 04:13 PM,Rejected-Finance,QUOTED HIGHER RATE THAN L1,28-Mar-2026 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
