S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,6117815.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,INR,"809,271","VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",Internal,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",VIKAS KUMAR,20-May-2026 08:32 PM,finsummary_2137192.pdf (240.72 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Belhari,2026_RDUP_1143973_1,105 Date 28-04-2026 Lot No 20,"vikaas khand belaharee ke bajaraho naee bastee, bajaraho evan parasiya mein 03 add haeemaask laeet ka sthaapana kaary",Technical,Bid Opening Summary,VIKAS KUMAR,16-May-2026 06:57 PM,,Finance,Bid Opening Summary,VIKAS KUMAR,20-May-2026 08:27 PM,,BOQ Comparative Chart,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",Internal,"VIKAS KUMAR BDO MANOJ KUMAR GUPT, ADO PANCHAYAT DHARMENDRA KUMAR, JE RED",VIKAS KUMAR,20-May-2026 06:24 PM,20-May-2026 06:25 PM,techsummary_2137192.pdf (240.72 KB),1.0,6117815.0,BHAGWAN VENKTES CONSTRUCTION AND SUPPLIERS,15-May-2026 01:46 PM,Accepted-AOC,L1,23-May-2026 12:22 PM,20-May-2026,"INR 809,271",90.0,VIKAS KUMAR,23-May-2026 12:22 PM,20.pdf (58.00 KB),AOC,AOC,30-Apr-2026 03:00 PM,15-May-2026 04:00 PM,30-Apr-2026 03:00 PM,15-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 03:00 PM,15-May-2026 03:00 PM,20-May-2026 06:25 PM,"16,200",No,fixed,,BDO BELAHARI,BELAHARI,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Belhari,105 Date 28-04-2026 Lot No 20,2026_RDUP_1143973_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,000",BDO BELAHARI,BELAHARI,No,BDO BELAHARI,BDO OFFICE BELAHARI,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"vikaas khand belaharee ke bajaraho naee bastee, bajaraho evan parasiya mein 03 add haeemaask laeet ka sthaapana kaary","vikaas khand belaharee ke bajaraho naee bastee, bajaraho evan parasiya mein 03 add haeemaask laeet ka sthaapana kaary",NIT ,NA ,"8,10,000",Civil Works,NA ,Tender,90.0,90.0,KP BELAHARI,277403.0,NA ,NA ,NA ,BDO OFFICE BELAHARI,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6117709.0,MAA ENTERPRISES,15-May-2026 01:21 PM,Rejected-AOC,L2,23-May-2026 12:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6117922.0,M/S JAI MAA BHAGAWATI VINDHYACHALI TRADERS,15-May-2026 01:24 PM,Rejected-AOC,L3,23-May-2026 12:22 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,AOC
