Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,2026_REDUP_1119346_1,1854/RED/Tender/ST/2025-26 Dt 31.01.2026,CC road from the paved road to the house of Shant Vijay Yadav Pradhan in Gram Sabha Devara Turkchara-4,1.0,5934059.0,ASHA YADAV,INR,"1,184,316.98",1.0,5934059.0,ASHA YADAV,03-Mar-2026 11:46 AM,Accepted-AOC,Lowest Rate,29-May-2026 06:29 PM,29-May-2026,"INR 1,184,316.98",90.0,MANOJ KUMAR SINGH,29-May-2026 06:29 PM,asha1.pdf (407.00 KB),Date of start Date of comp,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,20-Mar-2026 01:31 PM,23-Mar-2026 12:00 PM,techsummary_2081398.pdf (1513.46 KB),Finance,fin,MANOJ KUMAR SINGH,29-May-2026 06:23 PM,finance_2081398.pdf,BOQ Comparative Chart,Executive Engineer,Internal,DAO AE,MANOJ KUMAR SINGH,29-May-2026 06:25 PM,finsummary_2081398.pdf (1513.46 KB),Technical,tec,MANOJ KUMAR SINGH,20-Mar-2026 01:21 PM,technical_2081398.pdf,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE AZAMGARH,1854/RED/Tender/ST/2025-26 Dt 31.01.2026,2026_REDUP_1119346_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"28,000",No,fixed,,Nil,Nil,"1,106",Nil,Nil,No,CC road from the paved road to the house of Shant Vijay Yadav Pradhan in Gram Sabha Devara Turkchara-4,CC road from the paved road to the house of Shant Vijay Yadav Pradhan in Gram Sabha Devara Turkchara-4,Please Refer Tender Document ,NA ,"13,98,000",Civil Works,NA ,Tender,90.0,90.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,23-Feb-2026 02:00 PM,03-Mar-2026 01:00 PM,23-Feb-2026 02:00 PM,03-Mar-2026 12:00 PM,23-Feb-2026 02:00 PM ,03-Mar-2026 12:00 PM ,23-Feb-2026 02:00 PM,03-Mar-2026 12:00 PM,23-Mar-2026 12:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,DD and EMD,E.E. R.E.D. Division Azamgarh,R.E.D. Department Viakas Bhawan Azamgarh,AOC
,,,,,,,,,2.0,5945197.0,M/s KAMLESH YADAV,03-Mar-2026 09:00 AM,Rejected-AOC,Highest Rate,29-May-2026 06:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FinancialDocument,,,AOC
