Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,1450/RED/e-Tender/2025-26 Date 27.01.2026,2026_REDUP_1112968_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CC work from Bhure house to Rajpal house in village Devingala (Kadar Chowk),CC work from Bhure house to Rajpal house in village Devingala (Kadar Chowk),Please Refer To Tender ,NA ,"12,55,131",Civil Works,NA ,Tender,90.0,90.0,Vikas Bhawan Badaun,243601.0,NA ,NA ,NA ,"RED, Vikas Bhawan, Badaun",No ,No,"Executive Engineer, RED, Division Badaun","Office of Executive Engineer, Rural Engineering Department, Division Badaun, Room No. 226, First Floor, Vikas Bhawan, Badaun 243601","26,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,1.0,SBI Bank,07-Feb-2026 12:00 PM,09-Mar-2026 04:00 PM,07-Feb-2026 12:00 PM,09-Mar-2026 12:00 PM,NA ,NA ,07-Feb-2026 12:00 PM,09-Mar-2026 12:00 PM,24-Mar-2026 12:00 PM,AOC,Executive Engineer,Internal,AE and DAO,BHOOPENDRA PRATAP SINGH,19-Mar-2026 04:13 PM,24-Mar-2026 12:00 PM,techsummary_2059286.pdf (397.20 KB),Finance,Financial Bid Opened,BHOOPENDRA PRATAP SINGH,24-Mar-2026 01:10 PM,,BOQ Comparative Chart,Executive Engineer,Internal,AE and DAO,BHOOPENDRA PRATAP SINGH,27-Mar-2026 03:37 PM,finsummary_2059286.pdf (520.30 KB),Technical,Technical Bid Opened,BHOOPENDRA PRATAP SINGH,09-Mar-2026 05:46 PM,,1.0,5949031.0,K K CONSTRUCTION,INR,"1,253,750",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE BAREILLY CIRCLE||EE BADAUN,2026_REDUP_1112968_1,1450/RED/e-Tender/2025-26 Date 27.01.2026,CC work from Bhure house to Rajpal house in village Devingala (Kadar Chowk),1,5949031,K K CONSTRUCTION,06-Mar-2026 12:42 PM,Accepted-AOC,Due To Lower Rate,25-May-2026 03:44 PM,28-Mar-2026,"INR 1,253,750",90.0,BHOOPENDRA PRATAP SINGH,25-May-2026 03:44 PM,Devinagla.pdf (788.00 KB),Agreement Cost For Construction Without GST,AOC
2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5951377,MS SUPER AGRO,06-Mar-2026 08:55 PM,Rejected-Finance,Due To Higher Bid,27-Mar-2026 03:37 PM,,,,,,,,AOC
