Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Stage
Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,17-Mar-2026 12:29 PM,17-Mar-2026 12:30 PM,techsummary_2071523.pdf (210.48 KB),Technical,AS PER UPLOAD,Dinesh Mohan,17-Mar-2026 12:26 PM,,18-May-2026,"INR 102,567.7",15.0,Dinesh Mohan,18-May-2026 01:19 PM,20.pdf (136.00 KB),AOC,1.0,Corrigendum,AS PER UPLOAD,17-Mar-2026 11:27 AM,TRcor.pdf ,667.39,Technical Opening,1,5925617,DHARMENDRA KUMAR CHAUDHARY CONTRACTOR,24-Feb-2026 06:54 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 10:39 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2026_UPIDC_1115970_20,07/EE/2025-26,Clearance of Aihalwa Drain from KM 0.000 to KM 2.900 in District Basti,Finance,AS PER UPLOAD,Dinesh Mohan,26-Mar-2026 08:04 PM,,BOQ Comparative Chart,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,28-Mar-2026 10:39 PM,finsummary_2071523.pdf (34.17 KB),1.0,5923668.0,PRASHANT MISHRA,INR,"102,567.7",AOC,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.","5,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",07/EE/2025-26,2026_UPIDC_1115970_20,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,16-Feb-2026 10:00 AM,25-Feb-2026 12:30 PM,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,NA ,NA ,16-Feb-2026 10:00 AM,25-Feb-2026 12:00 PM,17-Mar-2026 12:30 PM,795.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,Clearance of Aihalwa Drain from KM 0.000 to KM 2.900 in District Basti,Clearance of Aihalwa Drain from KM 0.000 to KM 2.900 in District Basti,Please refer Tender documents. ,NA ,"2,32,000",Civil Works,NA ,Rate Contract,90.0,15.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,5927578,M/S CHANDRA CONSTRUCTION,25-Feb-2026 09:47 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 10:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,3,5926773,M/S INDRAWATI CONSTRATION,24-Feb-2026 11:09 PM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 10:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,4,5923668,PRASHANT MISHRA,24-Feb-2026 07:34 PM,Accepted-AOC,AS PER UPLOAD,18-May-2026 01:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,5,5897928,SHUBHAM CONSTRUCTION,20-Feb-2026 02:36 AM,Rejected-Finance,AS PER UPLOAD,28-Mar-2026 10:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
