Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,04-May-2026 05:03 PM,08-May-2026 12:30 PM,techsummary_2131013.pdf (206.46 KB),12-May-2026,"INR 2,283,164.49",90.0,ShashiBhushan Yadav,12-May-2026 09:13 PM,Devla.pdf (480.00 KB),Technical,Summary,ShashiBhushan Yadav,04-May-2026 04:36 PM,technical_2131013.pdf,1.0,6076827.0,M/S SHIV ENTERPRISES,INR,"2,283,164.49",SHASHI BHUSHAN YADAV,Internal,,ShashiBhushan Yadav,11-May-2026 05:17 PM,finsummary_2131013.pdf (219.18 KB),Finance,Summary,ShashiBhushan Yadav,08-May-2026 04:47 PM,finance_2131013.pdf,BOQ Comparative Chart,1,6076827,M/S SHIV ENTERPRISES,29-Apr-2026 10:45 AM,Accepted-AOC,L1,12-May-2026 09:13 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,2026_REDUP_1141137_12,234/EERED/GBN/Dt-20.03.2026,C.C. road construction work from Prem Singh Neta Ji main road to Aryavrat School in Village Devla.,AOC,EE RED GBN,EE RED GBN,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GAUTAM BHDDH NAGAR,234/EERED/GBN/Dt-20.03.2026,2026_REDUP_1141137_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"46,000",No,fixed,,Nil,Nil,1.0,SBI Bank,24-Apr-2026 10:00 AM,29-Apr-2026 04:00 PM,24-Apr-2026 10:00 AM,29-Apr-2026 12:00 PM,NA ,NA ,24-Apr-2026 10:00 AM,29-Apr-2026 12:00 PM,08-May-2026 12:30 PM,854.0,Nil,Nil,No,C.C. road construction work from Prem Singh Neta Ji main road to Aryavrat School in Village Devla.,C.C. road construction work from Prem Singh Neta Ji main road to Aryavrat School in Village Devla.,Civil Work  ,NA ,"22,88,000",Civil Works,NA ,Tender,90.0,90.0,EE RED GBN,201306.0,NA ,NA ,NA ,EE RED GBN,No ,No,1,Fee/PreQual/Technical,.pdf,T1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6074827,YASHIKA CONSTRUCTION CO.,29-Apr-2026 10:02 AM,Rejected-Finance,L2,11-May-2026 05:17 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
