Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of cc road and nali from murga farm to mursaleen and haji parvez house and noman house for sadak doodhli at ward no. 05,Construction of cc road and nali from murga farm to mursaleen and haji parvez house and noman house for sadak doodhli at ward no. 05,Please refer Tender documents. ,NA ,"13,59,143",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,27-Feb-2026 11:00 AM,28-Feb-2026 11:00 AM,27-Feb-2026 11:00 AM,27-Feb-2026 03:00 PM,NA ,NA ,27-Feb-2026 11:00 AM,27-Feb-2026 03:00 PM,16-Apr-2026 11:00 AM,Saharanpur Municipal Corporation Saharanpur UP,5972 B,2026_NNSAH_1120585_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,298",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical,"1,35,914",No,percentage,10.0%,Nil,Nil,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,AOC,Finance,Admitted,Madan Pal,16-Apr-2026 04:55 PM,finance_2084564.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,16-Apr-2026 10:57 AM,16-Apr-2026 11:00 AM,techsummary_2084564.pdf (22.89 KB),Technical,Admitted,Sandeep kumar Misra,27-Mar-2026 11:21 AM,technical_2084564.pdf,suresh chand,Internal,,Vijay Bahadur singh,21-May-2026 12:11 PM,finsummary_2084564.pdf (99.17 KB),21-May-2026,"INR 1,340,794.57",30.0,Vijay Bahadur singh,21-May-2026 12:14 PM,techhh.pdf (99.00 KB),1,5937152,SARGUN CONTRACTOR,27-Feb-2026 12:11 PM,Rejected-AOC,L2,21-May-2026 12:14 PM,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1120585_1,5972 B,Construction of cc road and nali from murga farm to mursaleen and haji parvez house and noman house for sadak doodhli at ward no. 05,1.0,5937081.0,YASH CONTRACTOR,INR,"1,340,794.57",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5937213,YAMIN CONTRACTOR,27-Feb-2026 12:19 PM,Rejected-AOC,L3,21-May-2026 12:14 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5937081,YASH CONTRACTOR,27-Feb-2026 12:01 PM,Accepted-AOC,L1,21-May-2026 12:14 PM,,,,,,,,,,AOC
