Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,2026_UPCDS_1127705_1,166/M-14/10 DATED 17-03-2026,"CONSTRUCTION OF COW CONSERVATION CENTRE IN VILLAGE BADHAUTA-7, BLOCK-MATHURA AT DISTRICT MATHURA (U.P.)",1.0,6056959.0,M/S S.P. SINGH,INR,"12,309,000",1.0,6058878.0,ARS INFRACON,20-Apr-2026 01:11 PM,Rejected-Finance,Bid Rank is L-3,14-May-2026 02:14 PM,14-May-2026,"INR 12,309,000",270.0,KAPIL M. Singh,14-May-2026 02:30 PM,260LOABadhauta7.pdf (856.00 KB),"CONTRACT AWARDED TO M/s S.P. Singh Contractor, Aligarh DUE TO LOWEST (L1) RATE.",CHIEF GENERAL MANAGER,Internal,"General Manager (N-11), General Manager (Nodal), General Manager (Tech.) and Finance Officer",KAPIL M. Singh,14-May-2026 02:14 PM,finsummary_2103311.pdf (855.64 KB),Technical,03 BIDDERS PARTICIPATED IN THIS BID. RESULT OF TECHNICAL EVALUATION WILL BE UPLOADED LATER ON.,KAPIL M. Singh,21-Apr-2026 02:23 PM,technical_2103311.pdf,CHIEF GENERAL MANAGER,Internal,"General Manager (N-11), General Manager (Nodal), General Manager (Tech.) and Finance Officer",KAPIL M. Singh,29-Apr-2026 05:57 PM,02-May-2026 04:00 PM,techsummary_2103311.pdf (572.86 KB),Finance,OUT OF 03 BIDDERS RATES QUOTED BY S.P. Singh IS L1,KAPIL M. Singh,02-May-2026 04:58 PM,finance_2103311.pdf,BOQ Comparative Chart,AOC,1.0,RTGS - RTGS Payment,"CONSTRUCTION OF COW CONSERVATION CENTRE IN VILLAGE BADHAUTA-7, BLOCK-MATHURA AT DISTRICT MATHURA (U.P.)","CONSTRUCTION OF COW CONSERVATION CENTRE IN VILLAGE BADHAUTA-7, BLOCK-MATHURA AT DISTRICT MATHURA (U.P.)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,270.0,BADHAUTA MATHURA,281406.0,NA ,NA ,NA ,AS PER NIT,No ,No,PROJECT MANAGER,"Unit-17, C. and D.S., UP Jal Nigam (Urban), Mathura",Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-17 Mathura,166/M-14/10 DATED 17-03-2026,2026_UPCDS_1127705_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,1.0,Corrigendum 01,Other,,1.0,Fee/PreQual/Technical,.pdf,Scanned Copies of Tender Fees and EMD Fees,"2,47,000",Yes,fixed,,AS PER NIT,AS PER NIT,"11,800",AS PER NIT,AS PER NIT,No,19-Mar-2026 04:30 PM,21-Apr-2026 02:00 PM,19-Mar-2026 04:30 PM,20-Apr-2026 05:00 PM,NA ,NA ,27-Mar-2026 10:00 AM,20-Apr-2026 05:00 PM,02-May-2026 04:00 PM,AOC
,,,,,,,,,2.0,6056970.0,M/S R P SINGH CONTRACTOR,19-Apr-2026 02:39 PM,Rejected-Finance,Bid Rank is L-2,14-May-2026 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents for Technical Evaluation,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,6056959.0,M/S S.P. SINGH,19-Apr-2026 02:33 PM,Accepted-AOC,BID RANK IS L-1,14-May-2026 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Capability Statement,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,AOC
