Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Saharanpur Municipal Corporation Saharanpur UP,5936 B,2026_NNSAH_1113601_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,"79,479",No,percentage,10.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical,826.0,Nil,Nil,No,1.0,Construction of cc road and nali from patashe wale to farman dairy and naushad wali sahayak gali for chipiyan at ward no. 45,Date,,Construction of cc road and nali from patashe wale to farman dairy and naushad wali sahayak gali for chipiyan at ward no. 45,Construction of cc road and nali from patashe wale to farman dairy and naushad wali sahayak gali for chipiyan at ward no. 45,Please refer Tender documents. ,NA ,"7,94,790",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,09-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,09-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,09-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,20-Apr-2026 04:25 PM,1.0,SBI Bank,AOC,Suresh Chand,Internal,,Sandeep kumar Misra,22-May-2026 06:07 PM,finsummary_2062361.pdf (24.27 KB),Technical,Admitted,Sandeep kumar Misra,31-Mar-2026 03:29 PM,technical_2062361.pdf,Suresh Chand,Internal,,Sandeep kumar Misra,20-Apr-2026 04:21 PM,20-Apr-2026 04:25 PM,techsummary_2062361.pdf (22.89 KB),Finance,Admitted,Sandeep kumar Misra,22-Apr-2026 11:36 AM,finance_2062361.pdf,BOQ Comparative Chart,1.0,5932656.0,RAJIV AGARWAL,INR,"790,816.05",Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1113601_1,5936 B,Construction of cc road and nali from patashe wale to farman dairy and naushad wali sahayak gali for chipiyan at ward no. 45,1,5936192,KARNIK ENTERPRISES,27-Feb-2026 09:55 AM,Rejected-AOC,L6,22-May-2026 06:09 PM,22-May-2026,"INR 790,816.05",30.0,Sandeep kumar Misra,22-May-2026 06:09 PM,techh.pdf (24.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5937336,M/s MANU ENTERPRISES,27-Feb-2026 01:22 PM,Rejected-AOC,L5,22-May-2026 06:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5936885,M/s N K ENTERPRISES,27-Feb-2026 11:28 AM,Rejected-AOC,L3,22-May-2026 06:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5932656,RAJIV AGARWAL,26-Feb-2026 03:35 PM,Accepted-AOC,L1,22-May-2026 06:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5937845,RAVI CONSTRUCTION,27-Feb-2026 02:19 PM,Rejected-AOC,L4,22-May-2026 06:09 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5936814,SWASTIK ENTERPRISES,27-Feb-2026 12:36 PM,Rejected-AOC,L2,22-May-2026 06:09 PM,,,,,,,AOC
