Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,06-Feb-2026 04:14 PM,09-Feb-2026 10:00 AM,techsummary_2048895.pdf (1096.96 KB),Technical,summary,deena nath maurya,06-Feb-2026 04:00 PM,technical_2048895.pdf,17-Feb-2026,"INR 162,511.15",15.0,deena nath maurya,08-May-2026 04:50 PM,agno397.pdf (794.00 KB),AOC,1,5836206,M/s Jai Hanuman,01-Feb-2026 05:07 PM,Rejected-AOC,L2,08-May-2026 04:51 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1109456_59,08/AEIV/2025-26,Repairing and Maintenance works in Residence no. M-1/3 and M-1/6 at Canal Colony cantt Road Lucknow.(Lot No.59),1.0,5835991.0,M/s Santosh Kumar Shrivastava,INR,"162,511.15",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Feb-2026 01:26 PM,finsummary_2048895.pdf (1096.96 KB),Finance,Boq Summary,deena nath maurya,09-Feb-2026 03:15 PM,finance_2048895.pdf,BOQ Comparative Chart,AOC,Assistant Engineer IV,LDSC Lucknow,"3,320",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",08/AEIV/2025-26,2026_UPIDC_1109456_59,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Repairing and Maintenance works in Residence no. M-1/3 and M-1/6 at Canal Colony cantt Road Lucknow.(Lot No.59),Repairing and Maintenance works in Residence no. M-1/3 and M-1/6 at Canal Colony cantt Road Lucknow.(Lot No.59),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,27-Jan-2026 12:00 PM,02-Feb-2026 03:00 PM,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,27-Jan-2026 12:00 PM ,02-Feb-2026 12:00 PM ,27-Jan-2026 12:00 PM,02-Feb-2026 12:00 PM,09-Feb-2026 10:00 AM,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,,,,2,5835991,M/s Santosh Kumar Shrivastava,01-Feb-2026 03:53 PM,Accepted-AOC,L1,08-May-2026 04:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
