Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,EE RED Barabanki Vikas Bhawan Barabanki,EE RED Barabanki Vikas Bhawan Barabanki,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,1654/EE RED Barabanki/2025-26 Dt 25/02/2026,2026_REDUP_1128713_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"Under District Barabanki, Construction of CC road from the main road to the farm of Kamlapati in village Chhotipurwa Majre Ismailpur of Block Deva, Lot No 1","Under District Barabanki, Construction of CC road from the main road to the farm of Kamlapati in village Chhotipurwa Majre Ismailpur of Block Deva, Lot No 1",Please refer Tender documents. ,NA ,"12,81,000",Civil Works,NA ,Tender,90.0,90.0,Barabanki,225001.0,EE RED Barabanki Vikas Bhawan Barabanki ,EE RED Barabanki Vikas Bhawan Barabanki  ,23-Mar-2026 11:00 AM ,EE RED Barabanki Vikas Bhawan Barabanki,No ,No,"25,620",No,percentage,2.0%,Nil,Nil,21-Mar-2026 11:00 AM,27-Mar-2026 01:00 PM,21-Mar-2026 11:00 AM,27-Mar-2026 12:00 PM,NA ,NA ,21-Mar-2026 11:00 AM,27-Mar-2026 12:00 PM,10-Apr-2026 12:00 PM,854.0,Nil,Nil,No,AOC,Finance,Summary,Gyanendra Kumar,14-Apr-2026 10:00 AM,,BOQ Comparative Chart,Er Gyanendra Kumar EE RED Barabanki,Internal,"Er Gyanendra Kumar EE RED Barabanki, Er Deo Sharan Prasad AE RED Barabanki , Mr Sushil Kumar Tripathi DAO RED Barabanki",Gyanedra Kumar,06-Apr-2026 07:47 PM,10-Apr-2026 12:00 PM,techsummary_2105172.pdf (173.70 KB),Technical,Summary,Gyanendra Kumar,30-Mar-2026 11:45 AM,,Er Gyanendra Kumar EE RED Barabanki,Internal,,Gyanedra Kumar,07-May-2026 11:28 PM,finsummary_2105172.pdf (441.08 KB),07-May-2026,"INR 1,518,091",90.0,Gyanedra Kumar,07-May-2026 11:30 PM,1654_1.pdf (441.00 KB),1,6004396,M/S HANUMANT CONSTRUCTION,24-Mar-2026 06:16 PM,Accepted-AOC,AoC,07-May-2026 11:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE FAIZABAD CIRCLE||EE BARABANKI,2026_REDUP_1128713_1,1654/EE RED Barabanki/2025-26 Dt 25/02/2026,"Under District Barabanki, Construction of CC road from the main road to the farm of Kamlapati in village Chhotipurwa Majre Ismailpur of Block Deva, Lot No 1",1.0,6004396.0,M/S HANUMANT CONSTRUCTION,INR,"1,518,091",AOC
2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6004463,M/S RAM CHANDAR CONTRACTOR,24-Mar-2026 06:35 PM,Rejected-Finance,Rejected,07-May-2026 11:28 PM,,,,,,,,,,AOC
