S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,Tender Revocation,Tender Revocation,24-Mar-2026 12:42 PM,RevokeCorrigendum.pdf ,498.98,Technical Opening,30-Mar-2026,"INR 62,285,769",90.0,Bhupendra Pratap Singh,02-May-2026 10:37 AM,DOS02.pdf (238.00 KB),Contract value including 18 percent GST,1.0,5976890.0,M/S KOSHER CONSTRUCTION PVT. LTD.,INR,"62,285,769",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,2026_UPIDC_1122007_2,07/SE/2025-26,07/se/2025-26,1,5962767,BHAMAR SINGH,15-Mar-2026 09:46 PM,Rejected-AOC,L3,02-May-2026 10:37 AM,Finance,07 bid admitted,Bhupendra Pratap Singh,24-Mar-2026 10:20 PM,finance_2088707.pdf,BOQ Comparative Chart,Bhupender Pratap Singh,Internal,IIIrd Circle Agra,Bhupendra Pratap Singh,24-Mar-2026 01:54 PM,24-Mar-2026 03:00 PM,techsummary_2088707.pdf (208.79 KB),Technical,09 bids admitted,Bhupendra Pratap Singh,24-Mar-2026 01:05 PM,technical_2088707.pdf,Bhupendra Pratap Singh,Internal,SE IIIrd Circle Agra,Bhupendra Pratap Singh,30-Mar-2026 02:04 PM,finsummary_2088707.pdf (549.70 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Tender Docs,1.0,Date Corrigendum,Date,,06-Mar-2026 03:00 PM,17-Mar-2026 11:00 AM,06-Mar-2026 03:00 PM,16-Mar-2026 05:00 PM,NA ,NA ,06-Mar-2026 03:00 PM,16-Mar-2026 05:00 PM,24-Mar-2026 03:00 PM,"2,714",Nil,Nil,No,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Drainage Circle Ghaziabad,07/SE/2025-26,2026_UPIDC_1122007_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"16,80,000",No,fixed,,Nil,Nil,Superintending Engineer Drainage Circle Gzb,Superintending Engineer Drainage Circle Gzb,1.0,SBI Bank,07/se/2025-26,Flood protection works near village Shabga situated on the left bank of Yamuna river in district Baghpat,Please refer Tender documents. ,NA ,"8,36,18,000",Civil Works,NA ,Tender,90.0,90.0,baghpat,250609.0,Office of S.E.Drainage Circle gzb Meerut  ,"Office of SE, Drainage Circle Ghaziabad (Meerut) ",10-Mar-2026 03:00 PM ,Meerut,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5977492,MEGHENDRA PAL SINGH CONTRECTOR,16-Mar-2026 04:52 PM,Rejected-AOC,L5,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Boq,2.0,Financial Bid Opening Date Corrigendum,Financial Bid Opening Date Corrigendum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5974970,M/S ASHTBHUJA,16-Mar-2026 12:26 PM,Rejected-AOC,L7,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,5978113,M/s Kaiser Construction Engineers and Contractor,16-Mar-2026 04:02 PM,Rejected-AOC,L2,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,5976890,M/S KOSHER CONSTRUCTION PVT. LTD.,16-Mar-2026 03:25 PM,Accepted-AOC,Contract value including 18 percent GST,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,5972030,M/S SATT SAHIB CONSTRUCTION CO,15-Mar-2026 11:25 PM,Rejected-Technical,Rejected,24-Mar-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,5970529,M/S UNITE ENTERPRISES,16-Mar-2026 04:45 PM,Rejected-AOC,L4,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,5978453,RANJEET SINGH,16-Mar-2026 03:27 PM,Rejected-Technical,Rejected,24-Mar-2026 01:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,9,5970430,Shri Krishna Construction Projects Pvt Ltd,14-Mar-2026 08:40 PM,Rejected-AOC,L6,02-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
