Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2559/RED/TENDER/Unnao/25-26 dt-19-03-2026,2026_REDUP_1135476_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Nagar Palika Parisad Unnao ke Ward 12 Shiv Nagar Koyala Gali me Raju Trivedi ke Ghar se Shailendra Kumar Ke Ghar tak interlocking Road va Nali ka Nirman karye.,Nagar Palika Parisad Unnao ke Ward 12 Shiv Nagar Koyala Gali me Raju Trivedi ke Ghar se Shailendra Kumar Ke Ghar tak interlocking Road va Nali ka Nirman karye.,Plz Refer Doc ,NA ,"10,17,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNA0,No ,No,"20,300",Yes,fixed,,Nil,Nil,1.0,SBI Bank,"1,000",Nil,Nil,Yes,Er Narendra Chaudhary,Viakas Bhawan Unnao,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,10-Apr-2026 01:00 PM,20-Apr-2026 12:30 PM,10-Apr-2026 01:00 PM,20-Apr-2026 12:00 PM,NA ,NA ,10-Apr-2026 01:00 PM,20-Apr-2026 12:00 PM,23-Apr-2026 01:40 PM,AOC,Er Narendra Chaudhry,Internal,,Narendra chaudhary,08-May-2026 04:30 PM,finsummary_2120033.pdf (738.73 KB),Technical,Summary,Narendra chaudhary,23-Apr-2026 01:37 PM,technical_2120033.pdf,Er Narendra Chaudhry,Internal,,Narendra chaudhary,23-Apr-2026 01:39 PM,23-Apr-2026 01:40 PM,techsummary_2120033.pdf (530.14 KB),Finance,Summary,Narendra chaudhary,08-May-2026 04:28 PM,finance_2120033.pdf,BOQ Comparative Chart,1,6047976,M/s Kshitij Infra,15-Apr-2026 09:54 AM,Accepted-AOC,l1,08-May-2026 04:32 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1135476_1,2559/RED/TENDER/Unnao/25-26 dt-19-03-2026,Nagar Palika Parisad Unnao ke Ward 12 Shiv Nagar Koyala Gali me Raju Trivedi ke Ghar se Shailendra Kumar Ke Ghar tak interlocking Road va Nali ka Nirman karye.,1.0,6047976.0,M/s Kshitij Infra,INR,"1,016,812.57",08-May-2026,"INR 1,016,812.57",90.0,Narendra chaudhary,08-May-2026 04:32 PM,Shivnagar004.pdf (739.00 KB),l1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6049164,Sri Rakesh Kumar Bharti,18-Apr-2026 01:40 PM,Rejected-AOC,l2,08-May-2026 04:32 PM,,,,,,,,,,,,,,,,,AOC
