Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
16-May-2026,"INR 630,127",30.0,Vijay Bahadur singh,16-May-2026 07:14 PM,tech.pdf (24.00 KB),1.0,5934193.0,A.M. const.co,26-Feb-2026 05:54 PM,Accepted-AOC,L1,16-May-2026 07:14 PM,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114669_1,5714 B,Construction of RCC nala from toilet to PWD office for dehradoon chowk at ward no. 20,1.0,5934193.0,A.M. const.co,INR,"630,127",Finance,Admitted,Madan Pal,18-Apr-2026 03:51 PM,finance_2067351.pdf,BOQ Comparative Chart,CE NNS,Internal,,Madan Pal,18-Apr-2026 03:36 PM,18-Apr-2026 03:40 PM,techsummary_2067351.pdf (22.86 KB),Technical,Admitted,Sandeep kumar Misra,27-Mar-2026 12:15 PM,technical_2067351.pdf,Suresh Chand,Internal,,Vijay Bahadur singh,16-May-2026 07:12 PM,finsummary_2067351.pdf (23.67 KB),AOC,1.0,Construction of RCC nala from toilet to PWD office for dehradoon chowk at ward no. 20,Date,,Construction of RCC nala from toilet to PWD office for dehradoon chowk at ward no. 20,Construction of RCC nala from toilet to PWD office for dehradoon chowk at ward no. 20,Please refer Tender documents. ,NA ,"6,36,428",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nagar nigam saharanpur,No ,No,11-Feb-2026 06:00 PM,28-Feb-2026 11:00 AM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,18-Apr-2026 03:40 PM,1.0,SBI Bank,"63,643",No,percentage,10.0%,Nil,Nil,chief Engineer Nagar Nigam Saharanpur,chief Engineer Nagar Nigam Saharanpur,Saharanpur Municipal Corporation Saharanpur UP,5714 B,2026_NNSAH_1114669_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,826.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
