S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6043783.0,Andvi Civil Construction Works Private Limited,INR,"1,368,120",Panchayati Raj Department||Panchayatiraj Training Institute Lucknow,2026_UPPRD_1129806_1,PRIT/ 2025-3/I/358144/2025,"Construction of Kitchen Building inside the directorate of Panchayati Raj, U.P. office premises",1,6043783,Andvi Civil Construction Works Private Limited,13-Apr-2026 01:56 PM,Accepted-AOC,Due to L1,12-May-2026 04:23 PM,13-May-2026,"INR 1,368,120",150.0,SANJAY KUMAR BARANWAL,12-May-2026 04:23 PM,KitchenNote.pdf (1031.00 KB),Joint Director,Internal,,SANJAY KUMAR BARANWAL,12-May-2026 04:03 PM,finsummary_2107555.pdf (556.68 KB),Technical,Bid opening date 16-04-26 and 5 company/firm are participated.,SANJAY KUMAR BARANWAL,27-Apr-2026 03:05 PM,technical_2107555.pdf,Joint Director,Internal,,SANJAY KUMAR BARANWAL,27-Apr-2026 03:30 PM,28-Apr-2026 02:00 PM,techsummary_2107555.pdf (556.68 KB),Finance,Financial bid to be open and Andvi Civil Construction Works Private is L1,SANJAY KUMAR BARANWAL,12-May-2026 03:55 PM,finance_2107555.pdf,BOQ Comparative Chart,AOC,"Construction of Kitchen Building inside the directorate of Panchayati Raj, U.P. office premises","Construction of Kitchen Building inside the directorate of Panchayati Raj, U.P. office premises.",Please refer tender document ,NA ,"17,54,000",Civil Works,NA ,Tender,180.0,NA ,"Plot no- 6, sector E, Aliganj, Lucknow",226024.0,"Panchayati Raj Department, Lucknow ","Panchayati Raj Department,Plot no- 6, sector E, Aliganj, Lucknow ",07-Apr-2026 03:00 PM ,"Plot no- 6, sector E, Aliganj, Lucknow",No ,No,"14,770",No,fixed,,"Panchayati Raj Institute of training, PRIT",Lucknow,Panchayati Raj Department||Panchayatiraj Training Institute Lucknow,PRIT/ 2025-3/I/358144/2025,2026_UPPRD_1129806_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,"Director, Panchayati Raj Institute of Training","Panchayati Raj Department, Plot no- 6, sector E, Aliganj, Lucknow",1.0,Fee/PreQual/Technical,.pdf,Technical Document,1.0,DD - Demand Draft,30-Mar-2026 09:00 AM,13-Apr-2026 05:00 PM,30-Mar-2026 10:00 AM,13-Apr-2026 04:00 PM,NA ,NA ,30-Mar-2026 10:00 AM,13-Apr-2026 04:00 PM,28-Apr-2026 02:00 PM,"5,000","Panchayati Raj Institute of training, PRIT",Lucknow,No,AOC
,,,,,,,,,2,6042792,Balaji Associates,12-Apr-2026 07:34 PM,Rejected-AOC,Due to L3,12-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Document,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6043041,M/S GEETA CONSTRUCTION AND SUPPLIERS,13-Apr-2026 01:08 PM,Rejected-Technical,1 In Affidavit Bid validity 90 days mention but in RFP condition bid validity 180 days 2 Positive net worth not found 3 Last 05 Year Audited Balance sheet Not Found,27-Apr-2026 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,AOC
,,,,,,,,,4,6044227,M/s RAM PYARE VERMA,13-Apr-2026 02:48 PM,Rejected-Technical,1 In Affidavit Bid validity 90 days mention but in RFP condition bid validity 180 days 2 Positive net worth not found 3 Last 05 Year Audited Balance sheet not found,27-Apr-2026 03:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,6041331,NEW REGENT TRADING COMPANY,13-Apr-2026 10:31 AM,Rejected-AOC,Due to L2,12-May-2026 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
