Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
25-May-2026,"INR 848,353",30.0,Madan Pal,25-May-2026 12:04 PM,tech.pdf (24.00 KB),Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1114676_1,5797 B,"Construction of nali and cc road from vinod to shiv mandir and raj singh house to ravindra sharma gali no. 8,7 himmat nagar paper mill road at ward no. 39",1.0,5935048.0,AAKASH ENTERPRISES,INR,"848,353",1,5935048,AAKASH ENTERPRISES,26-Feb-2026 09:48 PM,Accepted-AOC,L1,25-May-2026 12:05 PM,Finance,Admitted,Madan Pal,16-Apr-2026 02:11 PM,finance_2067363.pdf,BOQ Comparative Chart,Suresh Chand,Internal,,Sandeep kumar Misra,16-Apr-2026 12:40 PM,16-Apr-2026 12:45 PM,techsummary_2067363.pdf (22.89 KB),Technical,Admitted,Madan Pal,15-Mar-2026 11:44 AM,technical_2067363.pdf,MADANPAL,Internal,,Madan Pal,25-May-2026 11:56 AM,finsummary_2067363.pdf (173.17 KB),AOC,1.0,"Construction of nali and cc road from vinod to shiv mandir and raj singh house to ravindra sharma gali no. 8,7 himmat nagar paper mill road at ward no. 39",Date,,826.0,Nil,Nil,No,Saharanpur Municipal Corporation Saharanpur UP,5797 B,2026_NNSAH_1114676_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,11-Feb-2026 06:00 PM,28-Feb-2026 12:00 PM,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,NA ,NA ,11-Feb-2026 06:00 PM,27-Feb-2026 03:00 PM,16-Apr-2026 12:45 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,"Construction of nali and cc road from vinod to shiv mandir and raj singh house to ravindra sharma gali no. 8,7 himmat nagar paper mill road at ward no. 39","Construction of nali and cc road from vinod to shiv mandir and raj singh house to ravindra sharma gali no. 8,7 himmat nagar paper mill road at ward no. 39",Please refer Tender documents. ,NA ,"9,58,808",Civil Works,NA ,Tender,90.0,30.0,saharanpur,247001.0,NA ,NA ,NA ,nirman vibhag,No ,No,chief engineer,chief engineer,"95,881",No,percentage,10.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,5933285,M S Enterprises,26-Feb-2026 03:33 PM,Rejected-AOC,L2,25-May-2026 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5934234,M/S R.G. CONSTRUCTION,26-Feb-2026 05:59 PM,Rejected-AOC,L3,25-May-2026 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
