S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,RTGS - RTGS Payment,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Momina house to Yogesh Saini son of Shyam Singh house at Vill Kamalpur Block Muzaffarabad, District- Saharanpur","Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Momina house to Yogesh Saini son of Shyam Singh house at Vill Kamalpur Block Muzaffarabad, District- Saharanpur",Please refer Tender documents. ,NA ,"6,69,576",Civil Works,NA ,Tender,90.0,NA ,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"14,000",No,fixed,,UPSCIDCO,SAHARANPUR,"1,652",UPSCIDCO,SAHARANPUR,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,37/EE/SRE/E-TENDER/2026-27,2026_SCIDC_1148409_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,14-May-2026 03:00 PM,21-May-2026 11:00 AM,14-May-2026 03:00 PM,21-May-2026 10:00 AM,NA ,NA ,14-May-2026 03:00 PM,21-May-2026 10:00 AM,22-May-2026 10:00 AM,AOC,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O.",Vinod Kumar Kardam,21-May-2026 06:26 PM,22-May-2026 10:00 AM,techsummary_2149586.pdf (326.81 KB),Finance,Finance Bid Evaluation Summary,Vinod Kumar Kardam,29-May-2026 04:44 PM,finance_2149586.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - A.A.O",Vinod Kumar Kardam,29-May-2026 04:46 PM,finsummary_2149586.pdf (326.82 KB),Technical,Technical Evaluation Summary,Vinod Kumar Kardam,21-May-2026 06:24 PM,technical_2149586.pdf,1,6127267,Happy Flex and Contractor,20-May-2026 08:06 PM,Rejected-Finance,Being L2,29-May-2026 04:46 PM,1.0,6127946.0,VINOD KUMAR THEKEDAR,INR,"666,897",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1148409_1,37/EE/SRE/E-TENDER/2026-27,"Under Vidhayak Nidhi Yojna (Shri Umar Ali Khan ji, MLA) Construction of CC Road and Drain work From Momina house to Yogesh Saini son of Shyam Singh house at Vill Kamalpur Block Muzaffarabad, District- Saharanpur",05-Jun-2026,"INR 666,897",90.0,Vinod Kumar Kardam,29-May-2026 04:48 PM,aoc.pdf (831.00 KB),"AWARD OF CONTRACT for Construction of CC Road and Drain work From Momina house to Yogesh Saini son of Shyam Singh house at Vill Kamalpur Block Muzaffarabad, District- Saharanpur",AOC
,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6127946,VINOD KUMAR THEKEDAR,19-May-2026 08:15 PM,Accepted-AOC,Being L1,29-May-2026 04:48 PM,,,,,,,,,,,,,,,,,AOC
