Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,1617/RED/cashier/25-26 dt 20-03-2026,2026_REDUP_1139817_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical document,GRAM KABEERPUR BLOCK MUZAFFRABAD ME MAIN SADAK SE HUKM KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM KABEERPUR BLOCK MUZAFFRABAD ME MAIN SADAK SE HUKM KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,GRAM KABEERPUR BLOCK MUZAFFRABAD ME MAIN SADAK SE HUKM KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA ,NA ,"25,90,000",Civil Works,NA ,Tender,90.0,90.0,EE red saharanpur,247001.0,EE red saharanpur vikas bhawan delhi road saharanp ,EE red saharanpur vikas bhawan delhi road saharanpur ,25-Apr-2026 12:00 PM ,EE red saharanpur vikas bhawan delhi road saharanp,No ,No,23-Apr-2026 10:00 AM,28-Apr-2026 12:30 PM,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,NA ,NA ,23-Apr-2026 10:00 AM,28-Apr-2026 12:00 PM,11-May-2026 12:00 PM,Executive Engineer,EE red saharanpur vikas bhawan delhi road saharanpur,1.0,SBI Bank,"51,900",Yes,fixed,,Nil,Nil,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1139817_20,1617/RED/cashier/25-26 dt 20-03-2026,GRAM KABEERPUR BLOCK MUZAFFRABAD ME MAIN SADAK SE HUKM KE GHAR TAK C.C.ROAD VAI NALI NIRMAAN KARYA,1.0,6071950.0,sachin kumar thekedar,27-Apr-2026 08:38 PM,Rejected-Finance,L2,25-May-2026 05:12 PM,1.0,6071772.0,SAINI CONTRACTORS,INR,"2,563,396.08",Finance,ok,Rajendra Kumar,25-May-2026 05:09 PM,,BOQ Comparative Chart,Ravi,Internal,pavan kumar vinod kumar,Rajendra Kumar,25-May-2026 05:12 PM,finsummary_2128946.pdf (98.11 KB),Ravi,Internal,sandeep kumar aggarwal pavan kumar,SANDEEP KUMAR AGARWAL,07-May-2026 06:53 PM,11-May-2026 12:00 PM,techsummary_2128946.pdf (98.16 KB),Technical,ok,SANDEEP KUMAR AGARWAL,07-May-2026 06:04 PM,,25-May-2026,"INR 2,563,396.08",90.0,Rajendra Kumar,25-May-2026 05:14 PM,dd.pdf (98.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,fess end emd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,6071772.0,SAINI CONTRACTORS,28-Apr-2026 08:20 AM,Accepted-AOC,ok,25-May-2026 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
