Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,summary,deena nath maurya,09-Mar-2026 12:31 PM,technical_2078851.pdf,13-Mar-2026,"INR 163,200",10.0,deena nath maurya,12-May-2026 02:39 PM,agno453.pdf (584.00 KB),AOC,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,09-Mar-2026 03:19 PM,10-Mar-2026 10:00 AM,techsummary_2078851.pdf (1096.96 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2026_UPIDC_1118401_26,09/AEIV/2025-26,"Maintenance of Lawn and other allied works for E-in-C Office, Cantt Road, Lucknow.(Lot No.26)",1,5939915,M/S KISHORE KUMAR,28-Feb-2026 03:00 AM,Accepted-AOC,L1,12-May-2026 02:39 PM,Finance,Summary,deena nath maurya,12-Mar-2026 12:06 PM,finance_2078851.pdf,BOQ Comparative Chart,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,12-Mar-2026 03:27 PM,finsummary_2078851.pdf (1096.96 KB),1.0,5939915.0,M/S KISHORE KUMAR,INR,"163,200",AOC,Assistant Engineer IV,LDSC Lucknow,590.0,Nil,Nil,No,21-Feb-2026 12:00 PM,28-Feb-2026 03:00 PM,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,21-Feb-2026 12:00 PM ,28-Feb-2026 12:00 PM ,21-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,10-Mar-2026 10:00 AM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",09/AEIV/2025-26,2026_UPIDC_1118401_26,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Maintenance of Lawn and other allied works for E-in-C Office, Cantt Road, Lucknow.(Lot No.26)","Maintenance of Lawn and other allied works for E-in-C Office, Cantt Road, Lucknow.(Lot No.26)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,10.0,E-in-C Office,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,"3,360",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5940248,m/s mohd zaheer,28-Feb-2026 09:00 AM,Rejected-AOC,L2,12-May-2026 02:39 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC
