S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,1.0,date6,Date,,1,Fee/PreQual/Technical,.pdf,sbd,07-Feb-2026 06:00 PM,06-Apr-2026 03:30 PM,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,06-Apr-2026 12:00 PM,02-May-2026 12:30 PM,EE RED Jhansi,EE RED Jhansi,17- Gram Panchyat Sersa Block Moth main Bhanupratap Singh ke makan se gopal ke makan ki aur apex sadak abam nali ka nirman karya.,17- Gram Panchyat Sersa Block Moth main Bhanupratap Singh ke makan se gopal ke makan ki aur apex sadak abam nali ka nirman karya.,Please refer Tender documents. ,NA ,"9,00,000",Civil Works,NA ,Tender,90.0,90.0,17- Gram Panchyat Sersa Block Moth main Bhanuprata,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"45,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3222/RED/Tender/2025-269 Date 14-01-2026,2026_REDUP_1113367_17,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,6009568.0,NARAYAN CONSTRUCTION,INR,"894,892",Finance,final,RAJNEESH KUMAR,11-May-2026 05:27 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,11-May-2026 05:29 PM,finsummary_2060890.pdf (253.37 KB),1,6009568,NARAYAN CONSTRUCTION,30-Mar-2026 07:14 AM,Accepted-AOC,y,11-May-2026 05:31 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1113367_17,3222/RED/Tender/2025-269 Date 14-01-2026,17- Gram Panchyat Sersa Block Moth main Bhanupratap Singh ke makan se gopal ke makan ki aur apex sadak abam nali ka nirman karya.,11-May-2026,"INR 894,892",90.0,RAJNEESH KUMAR,11-May-2026 05:31 PM,sersa.pdf (253.00 KB),final,Technical,FINAL,RAJNEESH KUMAR,27-Apr-2026 12:44 PM,technical_2060890.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Apr-2026 12:46 PM,02-May-2026 12:30 PM,techsummary_2060890.pdf (579.61 KB),AOC
,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6015943,SANJAY AGARWAL,30-Mar-2026 08:45 AM,Rejected-Finance,n,11-May-2026 05:29 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
