EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"25,000",No,fixed,,Nil,Nil,25-Mar-2026 11:00 AM,30-Mar-2026 01:00 PM,25-Mar-2026 11:00 AM,30-Mar-2026 12:00 PM,NA ,NA ,25-Mar-2026 11:00 AM,30-Mar-2026 12:00 PM,08-Apr-2026 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,Docment,590.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||LGC, etawah",02/EE/Acction/2025-26,2026_UPIDC_1129451_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer Etawah Division Lower Ganga Canal Etawah,Silt Auction from km. 20.00 to 24.000 on Bilinda Dy. for year 2025-26,Silt Auction from km. 20.00 to 24.000 on Bilinda Dy. for year 2025-26,Please refer Tender documents. ,NA ,"1,68,000",Civil Works - Canal,NA ,Tender,90.0,30.0,Etawah,206001.0,NA ,NA ,NA ,Etawah,No ,No,1.0,SBI Bank,AOC,Rakesh Kumar,Internal,,RAKESH KUMAR,20-May-2026 05:37 PM,finsummary_2106914.pdf (943.58 KB),Finance,All Admitted,RAKESH KUMAR,20-May-2026 05:35 PM,,BOQ Comparative Chart,1.0,6021181.0,sudhir yadav,INR,"195,487.5",1,6019169,MAYA DEVI,29-Mar-2026 05:50 PM,Accepted-Finance,,20-May-2026 05:35 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||LGC, etawah",2026_UPIDC_1129451_17,02/EE/Acction/2025-26,Silt Auction from km. 20.00 to 24.000 on Bilinda Dy. for year 2025-26,20-May-2026,"INR 195,487.5",30.0,RAKESH KUMAR,20-May-2026 05:41 PM,17.pdf (944.00 KB),Technical,TECNICAL,RAKESH KUMAR,08-Apr-2026 01:52 PM,technical_2106914.pdf,RAKESH KUMAR,Internal,RAKESH KUMAR,RAKESH KUMAR,08-Apr-2026 03:32 PM,08-Apr-2026 04:00 PM,techsummary_2106914.pdf (113.30 KB),AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6018890,RAKSHAPAL SINGH,29-Mar-2026 05:53 PM,Accepted-Finance,,20-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,6021181,sudhir yadav,30-Mar-2026 10:55 AM,Accepted-AOC,C,20-May-2026 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
