Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow,2026_PWDBL_1120940_1,453/Tender/2025-26 Date. 21.02.2026,"Repair, waterproofing, and bathroom renovation work for the roofs of the K-2 (New PAC) barracks and all guardrooms located at Raj Bhavan premises",1.0,5953046.0,M/S Kohinoor Traders,INR,"2,870,948",1,5953046,M/S Kohinoor Traders,06-Mar-2026 08:34 PM,Accepted-AOC,Accepted due to lowest rate,21-May-2026 06:39 PM,19-Mar-2026,"INR 2,870,948",120.0,UMAKANT PANDEY,21-May-2026 06:39 PM,2026_PWDBL_1120940_1.pdf (369.00 KB),Contract has been awarded after Acceptance of the bid,CHAKRESH KAIN,Internal,"CHAKRESH KAIN, UMAKANT PANDAY, GANGESHWAR PAL, DILEEP KUMAR",UMAKANT PANDEY,14-Mar-2026 01:35 PM,14-Mar-2026 02:00 PM,techsummary_2085231.pdf (479.30 KB),Finance,M/S Kohinoor Traders. L1 M/S PARVEZ ENTERPRISES. L2,UMAKANT PANDEY,16-Mar-2026 01:10 PM,,BOQ Comparative Chart,CHAKRESH KAIN,Internal,"CHAKRESH KAIN, UMAKANT PANDAY, GANGESHWAR PAL, DILEEP KUMAR",UMAKANT PANDEY,18-Mar-2026 05:28 PM,finsummary_2085231.pdf (20.08 KB),Technical,Admitted for technical Evaluation by Prahari portal,UMAKANT PANDEY,12-Mar-2026 12:49 PM,,AOC,"Repair, waterproofing, and bathroom renovation work for the roofs of the K-2 (New PAC) barracks and all guardrooms located at Raj Bhavan premises","Repair, waterproofing, and bathroom renovation work for the roofs of the K-2 (New PAC) barracks and all guardrooms located at Raj Bhavan premises",Please refer Tender documents. ,NA ,"29,50,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Lucknow,226001.0,"E.E. Maintenance Division No 1(Civil), PWD, Lko ","OFFICE OF Executive Engineer, Maintenance Division No.-1 (Civil), PWD, Lucknow ",28-Feb-2026 03:00 PM ,"E.E. Maintenance Division No 1(Civil), PWD, Lko",No ,No,1,Fee/PreQual/Technical,.pdf,Prahri E-1 Sheet,"2,95,000",Yes,fixed,,Nil,Nil,"E.E. Maintenance Division No 1(Civil), PWD, Lko","OFFICE OF Executive Engineer, Maintenance Division No.-1 (Civil), PWD, Lucknow",1.0,SBI Bank,854.0,Nil,Nil,No,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow,453/Tender/2025-26 Date. 21.02.2026,2026_PWDBL_1120940_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,28-Feb-2026 09:00 AM,07-Mar-2026 12:30 PM,28-Feb-2026 12:00 PM,07-Mar-2026 12:00 PM,NA ,NA ,28-Feb-2026 12:00 PM,07-Mar-2026 12:00 PM,14-Mar-2026 02:00 PM,AOC
,,,,,,,,,2,5953113,M/S PARVEZ ENTERPRISES,06-Mar-2026 08:49 PM,Rejected-Finance,being high rate,18-Mar-2026 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
