Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,TD_12/EEBMMDVNS/2025-26/Lot_04,2026_UPIDM_1121986_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,Deploying of Tractor with leveller karaha(35 HP capacity) for shifting of excavated material under project of river training work by channelization to protect Vill-Bahuwan Madar Majha and other group of villages situated at left bank of Saryu river,Deploying of Tractor with leveller karaha(35 HP capacity) for shifting of excavated material under project of river training work by channelization to protect Vill-Bahuwan Madar Majha and other group of villages situated at left bank of Saryu river,Please refer Tender documents. ,NA ,"18,99,000",Miscellaneous Works,NA ,Tender,90.0,50.0,GONDA,271001.0,NA ,NA ,NA ,VARANASI,No ,No,"38,000",No,fixed,,Nil,Nil,05-Mar-2026 01:15 PM,11-Mar-2026 04:30 PM,05-Mar-2026 01:15 PM,11-Mar-2026 12:00 PM,NA ,NA ,05-Mar-2026 01:15 PM,11-Mar-2026 12:00 PM,23-Mar-2026 12:35 PM,EXECUTIVE ENGINEER,Office Of Executive Engineer Barrage Mechanical Maintenance Division Ashapur Sarnath Varanasi. 221007,AOC,KUMAR GAURAV ARVIND,Internal,,Kumar Gaurav Arvind,20-May-2026 03:29 PM,finsummary_2088598.pdf (415.54 KB),Technical,Technical Part A opened,Kumar Gaurav Arvind,23-Mar-2026 12:30 PM,technical_2088598.pdf,KUMAR GAURAV ARVIND,Internal,Technical Part A opened,Kumar Gaurav Arvind,23-Mar-2026 12:34 PM,23-Mar-2026 12:35 PM,techsummary_2088598.pdf (47.90 KB),Finance,Financial Part B Opened,Kumar Gaurav Arvind,20-May-2026 03:22 PM,finance_2088598.pdf,BOQ Comparative Chart,1,5963015,M/S Singh Construction,10-Mar-2026 10:13 PM,Accepted-AOC,Lowest,20-May-2026 03:32 PM,1.0,5963015.0,M/S Singh Construction,INR,"1,798,388",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,2026_UPIDM_1121986_1,TD_12/EEBMMDVNS/2025-26/Lot_04,Deploying of Tractor with leveller karaha(35 HP capacity) for shifting of excavated material under project of river training work by channelization to protect Vill-Bahuwan Madar Majha and other group of villages situated at left bank of Saryu river,20-May-2026,"INR 1,798,388",50.0,Kumar Gaurav Arvind,20-May-2026 03:32 PM,AOC_12_4.pdf (1593.00 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5961829,M/S S S ENTERPRISES,10-Mar-2026 07:45 PM,Rejected-Finance,Higher,20-May-2026 03:29 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5963416,SHIV RAM ENTERPRISES,11-Mar-2026 02:23 AM,Rejected-Finance,Higher,20-May-2026 03:29 PM,,,,,,,,,,,,,,,,AOC
