S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5982215.0,AJAY KUMAR JAISWAL,INR,"1,855,869",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,2026_REDUP_1123582_6,1907/EE RED Jaunpur/25-26 Dt 16/02/2026,"Under District Jaunpur, Construction of CC road from Khandbadpur village Kamalpur pond to the back of Rajeshwar Prasad Tiwari house, Lot No 6",1,5982215,AJAY KUMAR JAISWAL,17-Mar-2026 09:30 PM,Accepted-AOC,AOC,26-May-2026 09:13 AM,26-May-2026,"INR 1,855,869",120.0,Neeraj Kumar,26-May-2026 09:13 AM,1907_6.pdf (221.00 KB),Er Neeraj Kumar EE RED Jaunpur,Internal,,Neeraj Kumar,26-May-2026 09:11 AM,finsummary_2093208.pdf (221.07 KB),Technical,Summary,Neeraj Kumar,23-Mar-2026 03:49 PM,,Er Neeraj Kumar EE RED Jaunpur,Internal,"Er Neeraj Kumar EE RED Jaunpur, Er Maya Shankar AE RED Jaunpur, Er Alok Kumar AE RED Jaunpur, Mr Jai Prakash DAO RED Jaunpur",Alok Kumar,13-Apr-2026 11:56 AM,13-Apr-2026 12:00 PM,techsummary_2093208.pdf (154.66 KB),Finance,Summary,Neeraj Kumar,13-Apr-2026 01:17 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fees and Technical Documents,"Under District Jaunpur, Construction of CC road from Khandbadpur village Kamalpur pond to the back of Rajeshwar Prasad Tiwari house, Lot No 6","Under District Jaunpur, Construction of CC road from Khandbadpur village Kamalpur pond to the back of Rajeshwar Prasad Tiwari house, Lot No 6",Please refer Tender documents. ,NA ,"15,76,000",Civil Works,NA ,Tender,90.0,120.0,Jaunpur,222001.0,"EE RED Jaunpur, Vikas Bhawan, Jaunpur ","EE RED Jaunpur, Vikas Bhawan, Jaunpur  ",16-Mar-2026 11:00 AM ,"EE RED Jaunpur, Vikas Bhawan, Jaunpur",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE JAUNPUR,1907/EE RED Jaunpur/25-26 Dt 16/02/2026,2026_REDUP_1123582_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,15-Mar-2026 11:00 AM,23-Mar-2026 12:30 PM,15-Mar-2026 11:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,15-Mar-2026 11:00 AM,23-Mar-2026 12:00 PM,13-Apr-2026 12:00 PM,"EE RED Jaunpur, Vikas Bhawan, Jaunpur","EE RED Jaunpur, Vikas Bhawan, Jaunpur","31,525",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2,5982743,M/S ARUN KUMAR SINGH,17-Mar-2026 09:34 PM,Rejected-Finance,Rejected,26-May-2026 09:11 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
