Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE RED Jhansi,EE RED Jhansi,30-Mar-2026 06:30 PM,18-Apr-2026 03:30 PM,30-Mar-2026 06:30 PM,18-Apr-2026 12:00 PM,NA ,NA ,30-Mar-2026 06:30 PM,18-Apr-2026 12:00 PM,12-May-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3680/RED/Tender/2025-26 Dt. 06-03-2026,2026_REDUP_1131830_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Ward no 31 mahendrapuri colony main Baidhnath Factory ke peeche Rajendra Rajpoot ke ghar ke samne se Ashish Prajapati ke ghar ki aur Interlocking Nali nirman karya.,Ward no 31 mahendrapuri colony main Baidhnath Factory ke peeche Rajendra Rajpoot ke ghar ke samne se Ashish Prajapati ke ghar ki aur Interlocking Nali nirman karya.,Please refer Tender documents. ,NA ,"11,73,000",Civil Works,NA ,Tender,90.0,90.0,Ward no 31 mahendrapuri colony main Baidhnath F,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"24,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,sbd,1.0,date 2,Date,,AOC,Finance,final,Chaman Srivastava,29-May-2026 03:06 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,08-May-2026 06:39 PM,12-May-2026 12:30 PM,techsummary_2112110.pdf (263.23 KB),Technical,final,RAJNEESH KUMAR,08-May-2026 06:30 PM,,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,29-May-2026 03:09 PM,finsummary_2112110.pdf (453.92 KB),29-May-2026,"INR 1,166,163",90.0,Chaman Srivastava,29-May-2026 03:11 PM,wardno31baidnath.pdf (454.00 KB),FINAL,1,6045672,LUCKY ENTERPRISES,14-Apr-2026 06:45 PM,Rejected-Finance,N,29-May-2026 03:09 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1131830_1,3680/RED/Tender/2025-26 Dt. 06-03-2026,Ward no 31 mahendrapuri colony main Baidhnath Factory ke peeche Rajendra Rajpoot ke ghar ke samne se Ashish Prajapati ke ghar ki aur Interlocking Nali nirman karya.,1.0,6045622.0,M/S MANGLAM ASSOCIATES,INR,"1,166,163",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6045622,M/S MANGLAM ASSOCIATES,14-Apr-2026 07:12 PM,Accepted-AOC,Y,29-May-2026 03:11 PM,,,,,,,,,,AOC
