Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Jhansi,17/EE/CKT/E-TENDER/2026-27 dt. 07-04-26,2026_UPRNS_1135455_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,EE CHITRAKOOT,13 MIG Chilla road infront power house indra nagar Banda,1.0,Fee/PreQual/Technical,.pdf,NIT,"21,000",No,fixed,,EE,CHITRAKOOT,10-Apr-2026 12:30 PM,17-Apr-2026 02:05 PM,10-Apr-2026 12:30 PM,17-Apr-2026 02:00 PM,NA ,NA ,10-Apr-2026 12:30 PM,17-Apr-2026 02:00 PM,18-Apr-2026 05:00 PM,Repair and renovation work of nagar sansadhan kendra in distt Mahoba,Repair and renovation work of nagar sansadhan kendra in distt Mahoba,Repair and renovation work of nagar sansadhan kendra in distt Mahoba ,NA ,"10,46,214",Civil Works,NA ,Tender,90.0,180.0,chitrakoot,210204.0,NA ,NA ,NA ,chitrakoot,No ,No,"4,720",EE,CHITRAKOOT,No,AOC,Technical,technical,ANIL VERMA,18-Apr-2026 03:10 PM,technical_2119979.pdf,Anil Verma,Internal,Anil Verma Sarfaraz Ansari Prem Lal Rakesh Sahu,ANIL VERMA,01-May-2026 10:13 AM,finsummary_2119979.pdf (446.23 KB),Finance,Financial,ANIL VERMA,01-May-2026 10:04 AM,finance_2119979.pdf,BOQ Comparative Chart,Anil Verma,Internal,Anil Verma Sarfraz Ansari Prem Lal Rakesh Sahu,ANIL VERMA,18-Apr-2026 03:13 PM,18-Apr-2026 05:00 PM,techsummary_2119979.pdf (807.75 KB),01-May-2026,"INR 1,044,644.68",180.0,ANIL VERMA,01-May-2026 10:17 AM,NRC.pdf (446.00 KB),AOC,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Jhansi,2026_UPRNS_1135455_1,17/EE/CKT/E-TENDER/2026-27 dt. 07-04-26,Repair and renovation work of nagar sansadhan kendra in distt Mahoba,1.0,6052905.0,Sri Surandra Singh,INR,"1,044,644.68",1.0,6048935.0,M/S BALA JI CONSTRUCTION,16-Apr-2026 06:34 PM,Rejected-Finance,2nd Lowest,01-May-2026 10:13 AM,AOC
,,,,,,,,,,,,,,2,BG - Bank Guarantee,,,2.0,Finance,.pdf,Notice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6052905.0,Sri Surandra Singh,17-Apr-2026 10:18 AM,Accepted-AOC,Lowest,01-May-2026 10:17 AM,AOC
,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
