Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",09/EE/2025-26,2026_UPIDC_1130901_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,27-Mar-2026 05:00 PM,03-Apr-2026 11:00 AM,27-Mar-2026 05:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,27-Mar-2026 05:00 PM,02-Apr-2026 05:00 PM,08-Apr-2026 11:00 AM,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,"38,000",No,percentage,2.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,tacnical,854.0,Nil,Nil,No,Construction of kundarki dy from km 3.500 to km 3.960 under Project M.G.C. Stage-II IN DIST MORADABAD,Construction of kundarki dy from km 3.500 to km 3.960 under Project M.G.C. Stage-II IN DIST MORADABAD,Please refer Tender documents. ,NA ,"19,00,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,AOC,S.S.A. KIRMANI,Internal,EEMGCCD13,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 04:32 PM,finsummary_2109864.pdf (672.35 KB),Technical,Technical,SYED SHAHNAWAZ ALI KIRMANI,07-Apr-2026 09:39 AM,,S.S.A. KIRMANI,Internal,MANOJKUMAREE13,SYED SHAHNAWAZ ALI KIRMANI,07-Apr-2026 03:31 PM,08-Apr-2026 11:00 AM,techsummary_2109864.pdf (672.34 KB),Finance,Finance,SYED SHAHNAWAZ ALI KIRMANI,21-Apr-2026 04:07 PM,,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2026_UPIDC_1130901_7,09/EE/2025-26,Construction of kundarki dy from km 3.500 to km 3.960 under Project M.G.C. Stage-II IN DIST MORADABAD,1.0,6027164.0,ROHIT SIDHU,INR,"1,601,478.4",1,6027164,ROHIT SIDHU,02-Apr-2026 04:55 PM,Accepted-AOC,aoc,05-May-2026 03:11 PM,04-May-2026,"INR 1,601,478.4",45.0,SYED SHAHNAWAZ ALI KIRMANI,05-May-2026 03:11 PM,aoc10.pdf (763.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finincal,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6026139,shri Laxmi Enterprises,01-Apr-2026 09:18 PM,Rejected-Finance,L2,21-Apr-2026 04:32 PM,,,,,,,,AOC
