Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
23-May-2026,"INR 2,894,605.72",90.0,Ratnesh Kumar Gond,23-May-2026 05:44 PM,rispansiv31.pdf (80.00 KB),aoc,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1136099_1,30/EE/RED/2025-26/04-04-2026,Lot24 phephna vikash khand gram panchyat paliyakash chauraha se pump cainal hote hue surendra chaubey ke khet tak paybarsh block road ka nirman kary,1.0,6049424.0,M/S SATYA SAMADHI BABA CONSTRUCTION,INR,"2,894,605.72",1.0,6049424.0,M/S SATYA SAMADHI BABA CONSTRUCTION,16-Apr-2026 10:10 PM,Accepted-AOC,aoc,23-May-2026 05:45 PM,Finance,2 bid admitted,Ratnesh Kumar Gond,25-Apr-2026 03:09 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,24-Apr-2026 04:27 PM,25-Apr-2026 11:00 AM,techsummary_2121475.pdf (79.54 KB),Technical,2 bid,Ratnesh Kumar Gond,20-Apr-2026 04:42 PM,,EE,Internal,aedao,Ratnesh Kumar Gond,23-May-2026 05:42 PM,finsummary_2121475.pdf (79.54 KB),AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,30/EE/RED/2025-26/04-04-2026,2026_REDUP_1136099_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Lot24 phephna vikash khand gram panchyat paliyakash chauraha se pump cainal hote hue surendra chaubey ke khet tak paybarsh block road ka nirman kary,Lot24 phephna vikash khand gram panchyat paliyakash chauraha se pump cainal hote hue surendra chaubey ke khet tak paybarsh block road ka nirman kary,Please refer Tender documents. ,NA ,"28,97,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,EE RED DIV Ballia,EE RED DIV Ballia,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender FEE EMD,944.0,Nil,Nil,No,"60,000",Yes,fixed,,Nil,Nil,13-Apr-2026 09:00 AM,20-Apr-2026 12:30 PM,13-Apr-2026 09:00 AM,18-Apr-2026 12:00 PM,NA ,NA ,13-Apr-2026 09:00 AM,18-Apr-2026 12:00 PM,25-Apr-2026 11:00 AM,AOC
,,,,,,,,,,,,,,,,2.0,6049464.0,M/s SHAKTI CONSTRUCTION,16-Apr-2026 09:21 PM,Rejected-Finance,second lowest,23-May-2026 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,other tecnicasl docuemernt,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq for rate,,,,,,,,,,,,,,,,,,,,AOC
