EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"24,000",No,fixed,,Nil,Nil,17-Mar-2026 09:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,NA ,NA ,17-Mar-2026 09:00 AM,23-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,752.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2422/RED Tender KUSHINAGAR,2026_REDUP_1126057_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED KUSHINAGAR,EE RED KUSHINAGAR,Gram Sabha Atharahaa me Durga ji ke Mandir ke paas Barat Ghar ka nirman karya.,Gram Sabha Atharahaa me Durga ji ke Mandir ke paas Barat Ghar ka nirman karya.,Please refer Tender documents. ,NA ,"11,96,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,AOC,1.0,5982328.0,M/S NEW KHUSHI SOLAR SHOP,INR,100.0,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,26-May-2026 04:13 PM,finsummary_2099963.pdf (143.18 KB),Finance,Bid Opening Summary,Praveen Kumar,30-Mar-2026 12:46 PM,,BOQ Comparative Chart,1,5982475,M/S A P S CONSTRUCTION COMPANY,18-Mar-2026 12:03 PM,Rejected-Finance,L2,26-May-2026 04:13 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1126057_18,2422/RED Tender KUSHINAGAR,Gram Sabha Atharahaa me Durga ji ke Mandir ke paas Barat Ghar ka nirman karya.,26-May-2026,INR 100,90.0,Virendra Kumar Pandey,26-May-2026 04:22 PM,18.pdf (143.00 KB),Technical,Bid Opening Summary,Praveen Kumar,30-Mar-2026 11:30 AM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,30-Mar-2026 11:35 AM,30-Mar-2026 12:00 PM,techsummary_2099963.pdf (868.63 KB),AOC
,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5982328,M/S NEW KHUSHI SOLAR SHOP,18-Mar-2026 11:58 AM,Accepted-AOC,L1,26-May-2026 04:22 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
