S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,BG - Bank Guarantee,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,SUPERINTENDENT ENGINEER,"06, RAJSHREE GARDEN, DAYAL BAGH, AGRA","RENOVATION AND UPGRADATION WORK IN AMBEDKAR BHAWAN, TEACHERS HOME, BASIC SCIENCE, GUEST HOUSE, LIFE SCIENCE BUILDING BLOCK AT D.B.R.A. UNIVERSITY, KHANDARI CAMPUS, DISTRICT-AGRA","RENOVATION AND UPGRADATION WORK IN AMBEDKAR BHAWAN, TEACHERS HOME, BASIC SCIENCE, GUEST HOUSE, LIFE SCIENCE BUILDING BLOCK AT D.B.R.A. UNIVERSITY, KHANDARI CAMPUS, DISTRICT-AGRA",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,180.0,"KHANDARI, AGRA",282002.0,NA ,NA ,NA ,AGRA,No ,No,"15,19,700",No,fixed,,EE,AGRA,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,355/SE/E-TENDER/2025-26,2026_UPRNS_1130209_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"11,800",EE,AGRA,No,27-Mar-2026 10:00 AM,13-Apr-2026 10:00 AM,27-Mar-2026 10:00 AM,10-Apr-2026 05:00 PM,NA ,NA ,27-Mar-2026 10:00 AM,10-Apr-2026 05:00 PM,15-Apr-2026 10:00 AM,AOC,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,13-Apr-2026 02:39 PM,15-Apr-2026 10:00 AM,techsummary_2108425.pdf (296.14 KB),Finance,WE HAVE RECEIVED FINANCIAL BID,NAGENDRA YADAV,15-Apr-2026 03:14 PM,finance_2108425.pdf,BOQ Comparative Chart,NAGENDRA YADAV SE,Internal,"SURYA PRATAP BAHADUR SINGH EE ARUN YADAV AE, SUNIL GUPTA JE, VIJENDRA PRATAP SINGH ACCOUNTANT",NAGENDRA YADAV,15-Apr-2026 03:16 PM,finsummary_2108425.pdf (296.14 KB),Technical,WE HAVE RECEIVED TECHNICAL BID,NAGENDRA YADAV,13-Apr-2026 02:33 PM,technical_2108425.pdf,1.0,6039134.0,prabhat associates,INR,"75,939,409",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Agra I,2026_UPRNS_1130209_1,355/SE/E-TENDER/2025-26,"RENOVATION AND UPGRADATION WORK IN AMBEDKAR BHAWAN, TEACHERS HOME, BASIC SCIENCE, GUEST HOUSE, LIFE SCIENCE BUILDING BLOCK AT D.B.R.A. UNIVERSITY, KHANDARI CAMPUS, DISTRICT-AGRA",1,6034221,M/s B.N. GOEL AND COMPANY,10-Apr-2026 01:37 PM,Rejected-Finance,QUOTED AMOUNT HIRE THEN OTHER BIDER,15-Apr-2026 03:16 PM,30-Apr-2026,"INR 75,939,409",180.0,NAGENDRA YADAV,02-May-2026 11:15 AM,355.pdf (1090.00 KB),QUOTED AMOUNT LOWER THAN OTHER BIDER,AOC
2.0,FDR - Fixed Deposit,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6040350,M.S. Construction,10-Apr-2026 04:13 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Apr-2026 02:33 PM,,,,,,,,AOC
3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6039134,prabhat associates,09-Apr-2026 07:31 PM,Accepted-AOC,QUOTED AMOUNT LOWER THAN OTHER BIDER,02-May-2026 11:15 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6039773,Tirupati Enterprises,10-Apr-2026 03:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,13-Apr-2026 02:33 PM,,,,,,,,AOC
